Binomial.1.2,Order.1.2,Family.1.2,current.range,present.natural.range,current.range.km2,present.natural.range.km2
Dactylopsila_megalura,Diprotodontia,Petauridae,18,18,167622.63275957466,167622.63275957466
Dactylopsila_tatei,Diprotodontia,Petauridae,1,1,9312.368486643036,9312.368486643036
Dactylopsila_trivirgata,Diprotodontia,Petauridae,156,156,1452729.4839163136,1452729.4839163136
Dama_dama,Cetartiodactyla,Cervidae,53,574,493555.5297920809,5345299.511333102
Dama_mesopotamica,Cetartiodactyla,Cervidae,9,467,83811.31637978733,4348876.083262297
Damaliscus_hypsodon,Cetartiodactyla,Bovidae,0,711,0,6621093.994003198
Damaliscus_lunatus,Cetartiodactyla,Bovidae,347,1325,3231391.8648651335,12338888.244802022
Damaliscus_niro,Cetartiodactyla,Bovidae,0,663,0,6174100.306644333
Damaliscus_pygargus,Cetartiodactyla,Bovidae,67,67,623928.6886050834,623928.6886050834
Dasycercus_blythi,Dasyuromorphia,Dasyuridae,197,286,1834536.591868678,2663337.3871799083
Dasycercus_cristicauda,Dasyuromorphia,Dasyuridae,22,183,204872.1067061468,1704163.4330556756
Dasykaluta_rosamondae,Dasyuromorphia,Dasyuridae,62,62,577366.8461718683,577366.8461718683
Dasymys_foxi,Rodentia,Muridae,6,6,55874.21091985822,55874.21091985822
Dasymys_incomtus,Rodentia,Muridae,824,824,7673391.632993861,7673391.632993861
Dasymys_montanus,Rodentia,Muridae,3,3,27937.10545992911,27937.10545992911
Dasymys_nudipes,Rodentia,Muridae,55,76,512180.26676536695,707740.0049848707
Dasymys_rufulus,Rodentia,Muridae,230,230,2141844.7519278983,2141844.7519278983
Dasyprocta_azarae,Rodentia,Dasyproctidae,228,232,2123220.014954612,2160469.4889011844
Dasyprocta_coibae,Rodentia,Dasyproctidae,1,1,9312.368486643036,9312.368486643036
Dasyprocta_croconota,Rodentia,Dasyproctidae,57,57,530805.003738653,530805.003738653
Dasyprocta_fuliginosa,Rodentia,Dasyproctidae,337,337,3138268.179998703,3138268.179998703
Dasyprocta_guamara,Rodentia,Dasyproctidae,8,8,74498.94789314429,74498.94789314429
Dasyprocta_iacki,Rodentia,Dasyproctidae,15,15,139685.52729964553,139685.52729964553
Dasyprocta_kalinowskii,Rodentia,Dasyproctidae,19,19,176935.00124621767,176935.00124621767
Dasyprocta_leporina,Rodentia,Dasyproctidae,582,582,5419798.459226247,5419798.459226247
Dasyprocta_mexicana,Rodentia,Dasyproctidae,16,16,148997.89578628857,148997.89578628857
Dasyprocta_prymnolopha,Rodentia,Dasyproctidae,253,253,2356029.227120688,2356029.227120688
Dasyprocta_punctata,Rodentia,Dasyproctidae,216,216,2011471.5931148957,2011471.5931148957
Dasyprocta_ruatanica,Rodentia,Dasyproctidae,1,1,9312.368486643036,9312.368486643036
Dasyprocta_variegata,Rodentia,Dasyproctidae,67,67,623928.6886050834,623928.6886050834
Dasypus_bellus,Cingulata,CingulataFam,0,872,0,8120385.320352728
Dasypus_hybridus,Cingulata,CingulataFam,188,188,1750725.2754888907,1750725.2754888907
Dasypus_kappleri,Cingulata,CingulataFam,728,728,6779404.25827613,6779404.25827613
Dasypus_novemcinctus,Cingulata,CingulataFam,2197,1914,20459273.56515475,17823873.28343477
Dasypus_pilosus,Cingulata,CingulataFam,16,16,148997.89578628857,148997.89578628857
Dasypus_sabanicola,Cingulata,CingulataFam,68,68,633241.0570917265,633241.0570917265
Dasypus_septemcinctus,Cingulata,CingulataFam,698,698,6500033.203676839,6500033.203676839
Dasypus_yepesi,Cingulata,CingulataFam,7,7,65186.57940650125,65186.57940650125
Dasyuroides_byrnei,Dasyuromorphia,Dasyuridae,20,45,186247.3697328607,419056.5818989366
Dasyurus_albopunctatus,Dasyuromorphia,Dasyuridae,107,107,996423.4280708048,996423.4280708048
Dasyurus_geoffroii,Dasyuromorphia,Dasyuridae,30,691,279371.05459929106,6434846.624270338
Dasyurus_hallucatus,Dasyuromorphia,Dasyuridae,98,267,912612.1116910175,2486402.3859336907
Dasyurus_maculatus,Dasyuromorphia,Dasyuridae,103,135,959173.9541242326,1257169.7456968098
Dasyurus_spartacus,Dasyuromorphia,Dasyuridae,11,11,102436.0533530734,102436.0533530734
Dasyurus_viverrinus,Dasyuromorphia,Dasyuridae,17,17,158310.2642729316,158310.2642729316
Daubentonia_madagascariensis,Primates,Daubentoniidae,45,82,419056.5818989366,763614.215904729
Daubentonia_robustus,Primates,Daubentoniidae,0,55,0,512180.26676536695
Delanymys_brooksi,Rodentia,Nesomyidae,6,6,55874.21091985822,55874.21091985822
Delomys_collinus,Rodentia,Cricetidae,18,18,167622.63275957466,167622.63275957466
Delomys_dorsalis,Rodentia,Cricetidae,54,54,502867.89827872394,502867.89827872394
Delomys_sublineatus,Rodentia,Cricetidae,34,34,316620.5285458632,316620.5285458632
Deltamys_kempi,Rodentia,Cricetidae,39,39,363182.3709790784,363182.3709790784
Dendrogale_melanura,Scandentia,Tupaiidae,17,17,158310.2642729316,158310.2642729316
Dendrogale_murina,Scandentia,Tupaiidae,47,47,437681.3188722227,437681.3188722227
Dendrohyrax_arboreus,Hyracoidea,Procaviidae,340,340,3166205.2854586323,3166205.2854586323
Dendrohyrax_dorsalis,Hyracoidea,Procaviidae,406,406,3780821.6055770726,3780821.6055770726
Dendrohyrax_validus,Hyracoidea,Procaviidae,22,22,204872.1067061468,204872.1067061468
Dendrolagus_bennettianus,Diprotodontia,Macropodidae,4,4,37249.47394657214,37249.47394657214
Dendrolagus_dorianus,Diprotodontia,Macropodidae,13,13,121060.79032635946,121060.79032635946
Dendrolagus_goodfellowi,Diprotodontia,Macropodidae,33,44,307308.16005922016,409744.2134122936
Dendrolagus_inustus,Diprotodontia,Macropodidae,44,56,409744.2134122936,521492.63525201
Dendrolagus_lumholtzi,Diprotodontia,Macropodidae,6,6,55874.21091985822,55874.21091985822
Dendrolagus_matschiei,Diprotodontia,Macropodidae,6,9,55874.21091985822,83811.31637978733
Dendrolagus_mayri,Diprotodontia,Macropodidae,0,1,0,9312.368486643036
Dendrolagus_mbaiso,Diprotodontia,Macropodidae,5,5,46561.84243321518,46561.84243321518
Dendrolagus_notatus,Diprotodontia,Macropodidae,20,20,186247.3697328607,186247.3697328607
Dendrolagus_pulcherrimus,Diprotodontia,Macropodidae,2,4,18624.73697328607,37249.47394657214
Dendrolagus_scottae,Diprotodontia,Macropodidae,2,2,18624.73697328607,18624.73697328607
Dendrolagus_spadix,Diprotodontia,Macropodidae,13,46,121060.79032635946,428368.95038557966
Dendrolagus_stellarum,Diprotodontia,Macropodidae,13,13,121060.79032635946,121060.79032635946
Dendrolagus_ursinus,Diprotodontia,Macropodidae,16,17,148997.89578628857,158310.2642729316
Dendromus_insignis,Rodentia,Nesomyidae,14,14,130373.1588130025,130373.1588130025
Dendromus_kahuziensis,Rodentia,Nesomyidae,2,2,18624.73697328607,18624.73697328607
Dendromus_kivu,Rodentia,Nesomyidae,13,13,121060.79032635946,121060.79032635946
Dendromus_lachaisei,Rodentia,Nesomyidae,11,11,102436.0533530734,102436.0533530734
Dendromus_lovati,Rodentia,Nesomyidae,23,23,214184.47519278983,214184.47519278983
Dendromus_melanotis,Rodentia,Nesomyidae,619,619,5764356.093232039,5764356.093232039
Dendromus_mesomelas,Rodentia,Nesomyidae,129,129,1201295.5347769517,1201295.5347769517
Dendromus_messorius,Rodentia,Nesomyidae,20,20,186247.3697328607,186247.3697328607
Dendromus_mystacalis,Rodentia,Nesomyidae,426,426,3967068.975309933,3967068.975309933
Dendromus_nyikae,Rodentia,Nesomyidae,319,319,2970645.5472391285,2970645.5472391285
Dendromus_oreas,Rodentia,Nesomyidae,3,3,27937.10545992911,27937.10545992911
Dendromus_ruppi,Rodentia,Nesomyidae,3,3,27937.10545992911,27937.10545992911
Dendromus_vernayi,Rodentia,Nesomyidae,1,1,9312.368486643036,9312.368486643036
Dendroprionomys_rousseloti,Rodentia,Nesomyidae,1,1,9312.368486643036,9312.368486643036
Deomys_ferrugineus,Rodentia,Muridae,192,192,1787974.749435463,1787974.749435463
Dephomys_defua,Rodentia,Muridae,69,69,642553.4255783695,642553.4255783695
Desmana_moschata,Eulipotyphla,Talpidae,188,240,1750725.2754888907,2234968.4367943285
Desmodilliscus_braueri,Rodentia,Muridae,436,436,4060192.660176364,4060192.660176364
Desmodillus_auricularis,Rodentia,Muridae,261,261,2430528.1750138323,2430528.1750138323
Desmomys_harringtoni,Rodentia,Muridae,48,48,446993.68735886575,446993.68735886575
Desmomys_yaldeni,Rodentia,Muridae,3,3,27937.10545992911,27937.10545992911
Diabolotherium_nordenskioldi,Pilosa,Megalonychidae,0,131,0,1219920.2717502378
Dicerorhinus_sumatrensis,Perissodactyla,Rhinocerotidae,10,646,93123.68486643035,6015790.042371402
Diceros_bicornis,Perissodactyla,Rhinocerotidae,893,1359,8315945.058572231,12655508.773347886
Dicroceros_spA,Cetartiodactyla,Cervidae,0,5,0,46561.84243321518
Dicrostonyx_groenlandicus,Rodentia,Cricetidae,565,565,5261488.194953315,5261488.194953315
Dicrostonyx_hudsonius,Rodentia,Cricetidae,103,103,959173.9541242326,959173.9541242326
Dicrostonyx_nelsoni,Rodentia,Cricetidae,81,81,754301.8474180859,754301.8474180859
Dicrostonyx_nunatakensis,Rodentia,Cricetidae,15,15,139685.52729964553,139685.52729964553
Dicrostonyx_richardsoni,Rodentia,Cricetidae,66,66,614616.3201184403,614616.3201184403
Dicrostonyx_torquatus,Rodentia,Cricetidae,534,534,4972804.771867381,4972804.771867381
Dicrostonyx_unalascensis,Rodentia,Cricetidae,6,6,55874.21091985822,55874.21091985822
Dicrostonyx_vinogradovi,Rodentia,Cricetidae,7,7,65186.57940650125,65186.57940650125
Didelphis_albiventris,Didelphimorphia,Didelphidae,823,823,7664079.264507218,7664079.264507218
Didelphis_aurita,Didelphimorphia,Didelphidae,206,206,1918347.9082484653,1918347.9082484653
Didelphis_imperfecta,Didelphimorphia,Didelphidae,85,85,791551.3213646581,791551.3213646581
Didelphis_marsupialis,Didelphimorphia,Didelphidae,1160,1160,10802347.44450592,10802347.44450592
Didelphis_pernigra,Didelphimorphia,Didelphidae,178,178,1657601.5906224605,1657601.5906224605
Didelphis_virginiana,Didelphimorphia,Didelphidae,836,836,7785140.054833578,7785140.054833578
Dinaromys_bogdanovi,Rodentia,Cricetidae,23,23,214184.47519278983,214184.47519278983
Dinomys_branickii,Rodentia,Dinomyidae,282,282,2626087.913233336,2626087.913233336
Diomys_crumpi,Rodentia,Muridae,4,46,37249.47394657214,428368.95038557966
Diplogale_hosei,Carnivora,Viverridae,33,33,307308.16005922016,307308.16005922016
Diplomesodon_pulchellum,Eulipotyphla,Soricidae,248,248,2309467.384687473,2309467.384687473
Diplomys_caniceps,Rodentia,Echimyidae,2,2,18624.73697328607,18624.73697328607
Diplomys_labilis,Rodentia,Echimyidae,34,34,316620.5285458632,316620.5285458632
Diplothrix_legata,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Dipodomys_agilis,Rodentia,Heteromyidae,11,11,102436.0533530734,102436.0533530734
Dipodomys_californicus,Rodentia,Heteromyidae,20,20,186247.3697328607,186247.3697328607
Dipodomys_compactus,Rodentia,Heteromyidae,14,14,130373.1588130025,130373.1588130025
Dipodomys_deserti,Rodentia,Heteromyidae,65,65,605303.9516317974,605303.9516317974
Dipodomys_elator,Rodentia,Heteromyidae,7,7,65186.57940650125,65186.57940650125
Dipodomys_gravipes,Rodentia,Heteromyidae,3,3,27937.10545992911,27937.10545992911
Dipodomys_heermanni,Rodentia,Heteromyidae,19,19,176935.00124621767,176935.00124621767
Dipodomys_ingens,Rodentia,Heteromyidae,5,5,46561.84243321518,46561.84243321518
Dipodomys_merriami,Rodentia,Heteromyidae,231,231,2151157.120414541,2151157.120414541
Dipodomys_microps,Rodentia,Heteromyidae,77,77,717052.3734715137,717052.3734715137
Dipodomys_nelsoni,Rodentia,Heteromyidae,33,33,307308.16005922016,307308.16005922016
Dipodomys_nitratoides,Rodentia,Heteromyidae,7,7,65186.57940650125,65186.57940650125
Dipodomys_ordii,Rodentia,Heteromyidae,456,456,4246440.029909224,4246440.029909224
Dipodomys_panamintinus,Rodentia,Heteromyidae,22,22,204872.1067061468,204872.1067061468
Dipodomys_phillipsii,Rodentia,Heteromyidae,12,12,111748.42183971644,111748.42183971644
Dipodomys_simulans,Rodentia,Heteromyidae,34,34,316620.5285458632,316620.5285458632
Dipodomys_spectabilis,Rodentia,Heteromyidae,97,97,903299.7432043744,903299.7432043744
Dipodomys_stephensi,Rodentia,Heteromyidae,4,4,37249.47394657214,37249.47394657214
Dipodomys_venustus,Rodentia,Heteromyidae,8,8,74498.94789314429,74498.94789314429
Diprotodon_optatum,Diprotodontia,Diprotodontidae,0,292,0,2719211.5980997663
Dipus_sagitta,Rodentia,Dipodidae,629,629,5857479.77809847,5857479.77809847
Distoechurus_pennatus,Diprotodontia,Acrobatidae,95,95,884675.0062310884,884675.0062310884
Doedicurus_clavicaudatus,Cingulata,CingulataFam,0,85,0,791551.3213646581
Dolichotis_patagonum,Rodentia,Caviidae,170,170,1583102.6427293161,1583102.6427293161
Dolichotis_salinicola,Rodentia,Caviidae,101,101,940549.2171509466,940549.2171509466
Dologale_dybowskii,Carnivora,Herpestidae,80,80,744989.4789314428,744989.4789314428
Dorcatragus_megalotis,Cetartiodactyla,Bovidae,30,30,279371.05459929106,279371.05459929106
Dorcopsis_atrata,Diprotodontia,Macropodidae,1,1,9312.368486643036,9312.368486643036
Dorcopsis_hageni,Diprotodontia,Macropodidae,32,32,297995.79157257715,297995.79157257715
Dorcopsis_luctuosa,Diprotodontia,Macropodidae,38,50,353870.00249243533,465618.4243321518
Dorcopsis_muelleri,Diprotodontia,Macropodidae,42,42,391119.4764390075,391119.4764390075
Dorcopsulus_macleayi,Diprotodontia,Macropodidae,14,14,130373.1588130025,130373.1588130025
Dorcopsulus_vanheurni,Diprotodontia,Macropodidae,44,44,409744.2134122936,409744.2134122936
Dremomys_everetti,Rodentia,Sciuridae,17,17,158310.2642729316,158310.2642729316
Dremomys_gularis,Rodentia,Sciuridae,13,13,121060.79032635946,121060.79032635946
Dremomys_lokriah,Rodentia,Sciuridae,85,85,791551.3213646581,791551.3213646581
Dremomys_pernyi,Rodentia,Sciuridae,264,264,2458465.2804737613,2458465.2804737613
Dremomys_pyrrhomerus,Rodentia,Sciuridae,63,63,586679.2146585112,586679.2146585112
Dremomys_rufigenis,Rodentia,Sciuridae,255,255,2374653.9640939743,2374653.9640939743
Dromiciops_gliroides,Microbiotheria,Microbiotheriidae,29,29,270058.68611264805,270058.68611264805
Dryomys_laniger,Rodentia,Gliridae,16,16,148997.89578628857,148997.89578628857
Dryomys_niethammeri,Rodentia,Gliridae,1,1,9312.368486643036,9312.368486643036
Dryomys_nitedula,Rodentia,Gliridae,839,839,7813077.160293507,7813077.160293507
Dusicyon_australis,Carnivora,Canidae,0,8,0,74498.94789314429
Dusicyon_avus,Carnivora,Canidae,0,224,0,2085970.54100804
Dymecodon_pilirostris,Eulipotyphla,Talpidae,31,31,288683.42308593413,288683.42308593413
Echimys_chrysurus,Rodentia,Echimyidae,212,212,1974222.1191683237,1974222.1191683237
Echimys_saturnus,Rodentia,Echimyidae,26,26,242121.58065271893,242121.58065271893
Echimys_vieirai,Rodentia,Echimyidae,15,15,139685.52729964553,139685.52729964553
Echinops_telfairi,Afrosoricida,Tenrecidae,24,29,223496.84367943287,270058.68611264805
Echinosorex_gymnura,Eulipotyphla,Erinaceidae,223,223,2076658.172521397,2076658.172521397
Echiothrix_centrosa,Rodentia,Muridae,14,14,130373.1588130025,130373.1588130025
Echiothrix_leucura,Rodentia,Muridae,5,5,46561.84243321518,46561.84243321518
Echymipera_clara,Peramelemorphia,Peramelidae,36,36,335245.2655191493,335245.2655191493
Echymipera_davidi,Peramelemorphia,Peramelidae,2,2,18624.73697328607,18624.73697328607
Echymipera_echinista,Peramelemorphia,Peramelidae,3,3,27937.10545992911,27937.10545992911
Echymipera_kalubu,Peramelemorphia,Peramelidae,161,161,1499291.3263495287,1499291.3263495287
Echymipera_rufescens,Peramelemorphia,Peramelidae,158,158,1471354.2208895998,1471354.2208895998
Eira_barbara,Carnivora,Mustelidae,1645,1645,15318846.160527794,15318846.160527794
Elaphodus_cephalophus,Cetartiodactyla,Cervidae,253,253,2356029.227120688,2356029.227120688
Elaphurus_davidianus,Cetartiodactyla,Cervidae,4,250,37249.47394657214,2328092.1216607587
Elasmotherium_sibiricum,Perissodactyla,Rhinocerotidae,0,446,0,4153316.345042794
Elephantulus_brachyrhynchus,Macroscelidea,Macroscelididae,494,494,4600310.0324016595,4600310.0324016595
Elephantulus_edwardii,Macroscelidea,Macroscelididae,41,41,381807.1079523645,381807.1079523645
Elephantulus_fuscipes,Macroscelidea,Macroscelididae,29,29,270058.68611264805,270058.68611264805
Elephantulus_fuscus,Macroscelidea,Macroscelididae,29,29,270058.68611264805,270058.68611264805
Elephantulus_intufi,Macroscelidea,Macroscelididae,171,171,1592415.0112159592,1592415.0112159592
Elephantulus_myurus,Macroscelidea,Macroscelididae,137,137,1275794.482670096,1275794.482670096
Elephantulus_pilicaudus,Macroscelidea,Macroscelididae,10,10,93123.68486643035,93123.68486643035
Elephantulus_revoilii,Macroscelidea,Macroscelididae,21,21,195559.73821950375,195559.73821950375
Elephantulus_rozeti,Macroscelidea,Macroscelididae,127,127,1182670.7978036655,1182670.7978036655
Elephantulus_rufescens,Macroscelidea,Macroscelididae,208,208,1936972.6452217514,1936972.6452217514
Elephantulus_rupestris,Macroscelidea,Macroscelididae,97,97,903299.7432043744,903299.7432043744
Elephas_antiquus,Proboscidea,Elephantidae,0,950,0,8846750.062310884
Elephas_cypriotes,Proboscidea,Elephantidae,0,6,0,55874.21091985822
Elephas_iolensis,Proboscidea,Elephantidae,0,1243,0,11575274.028897293
Elephas_maximus,Proboscidea,Elephantidae,314,1290,2924083.7048059134,12012955.347769516
Elephas_mnaidriensis,Proboscidea,Elephantidae,0,7,0,65186.57940650125
Elephas_namadicus,Proboscidea,Elephantidae,0,22,0,204872.1067061468
Elephas_naumanii,Proboscidea,Elephantidae,0,66,0,614616.3201184403
Elephas_tiliensis,Proboscidea,Elephantidae,0,1,0,9312.368486643036
Eligmodontia_moreni,Rodentia,Cricetidae,19,19,176935.00124621767,176935.00124621767
Eligmodontia_morgani,Rodentia,Cricetidae,72,72,670490.5310382986,670490.5310382986
Eligmodontia_puerulus,Rodentia,Cricetidae,73,73,679802.8995249416,679802.8995249416
Eligmodontia_typus,Rodentia,Cricetidae,149,149,1387542.9045098124,1387542.9045098124
Eliomys_melanurus,Rodentia,Gliridae,57,57,530805.003738653,530805.003738653
Eliomys_morpheus,Rodentia,Gliridae,0,5,0,46561.84243321518
Eliomys_munbyanus,Rodentia,Gliridae,166,166,1545853.1687827439,1545853.1687827439
Eliomys_quercinus,Rodentia,Gliridae,432,432,4022943.1862297915,4022943.1862297915
Eliurus_antsingy,Rodentia,Nesomyidae,5,10,46561.84243321518,93123.68486643035
Eliurus_carletoni,Rodentia,Nesomyidae,2,3,18624.73697328607,27937.10545992911
Eliurus_danieli,Rodentia,Nesomyidae,2,2,18624.73697328607,18624.73697328607
Eliurus_ellermani,Rodentia,Nesomyidae,2,6,18624.73697328607,55874.21091985822
Eliurus_grandidieri,Rodentia,Nesomyidae,21,44,195559.73821950375,409744.2134122936
Eliurus_majori,Rodentia,Nesomyidae,34,59,316620.5285458632,549429.740711939
Eliurus_minor,Rodentia,Nesomyidae,35,69,325932.89703250624,642553.4255783695
Eliurus_myoxinus,Rodentia,Nesomyidae,58,80,540117.3722252961,744989.4789314428
Eliurus_penicillatus,Rodentia,Nesomyidae,2,2,18624.73697328607,18624.73697328607
Eliurus_petteri,Rodentia,Nesomyidae,3,22,27937.10545992911,204872.1067061468
Eliurus_tanala,Rodentia,Nesomyidae,36,53,335245.2655191493,493555.5297920809
Eliurus_webbi,Rodentia,Nesomyidae,37,61,344557.6340057923,568054.4776852252
Ellobius_alaicus,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Ellobius_fuscocapillus,Rodentia,Cricetidae,105,105,977798.6910975188,977798.6910975188
Ellobius_lutescens,Rodentia,Cricetidae,55,55,512180.26676536695,512180.26676536695
Ellobius_talpinus,Rodentia,Cricetidae,426,426,3967068.975309933,3967068.975309933
Ellobius_tancrei,Rodentia,Cricetidae,482,482,4488561.610561944,4488561.610561944
Enhydra_lutris,Carnivora,Mustelidae,348,653,3240704.2333517764,6080976.621777902
Eoglaucomys_fimbriatus,Rodentia,Sciuridae,40,40,372494.7394657214,372494.7394657214
Eolagurus_luteus,Rodentia,Cricetidae,71,71,661178.1625516556,661178.1625516556
Eolagurus_przewalskii,Rodentia,Cricetidae,159,159,1480666.5893762426,1480666.5893762426
Eospalax_fontanierii,Rodentia,Spalacidae,194,194,1806599.486408749,1806599.486408749
Eospalax_rothschildi,Rodentia,Spalacidae,41,41,381807.1079523645,381807.1079523645
Eospalax_smithii,Rodentia,Spalacidae,25,25,232809.2121660759,232809.2121660759
Eothenomys_cachinus,Rodentia,Cricetidae,10,10,93123.68486643035,93123.68486643035
Eothenomys_chinensis,Rodentia,Cricetidae,5,5,46561.84243321518,46561.84243321518
Eothenomys_custos,Rodentia,Cricetidae,22,22,204872.1067061468,204872.1067061468
Eothenomys_melanogaster,Rodentia,Cricetidae,243,243,2262905.5422542575,2262905.5422542575
Eothenomys_miletus,Rodentia,Cricetidae,67,67,623928.6886050834,623928.6886050834
Eothenomys_olitor,Rodentia,Cricetidae,33,33,307308.16005922016,307308.16005922016
Eothenomys_proditor,Rodentia,Cricetidae,11,11,102436.0533530734,102436.0533530734
Eothenomys_wardi,Rodentia,Cricetidae,8,8,74498.94789314429,74498.94789314429
Eozapus_setchuanus,Rodentia,Dipodidae,95,95,884675.0062310884,884675.0062310884
Episoriculus_caudatus,Eulipotyphla,Soricidae,64,64,595991.5831451543,595991.5831451543
Episoriculus_fumidus,Eulipotyphla,Soricidae,7,7,65186.57940650125,65186.57940650125
Episoriculus_leucops,Eulipotyphla,Soricidae,67,67,623928.6886050834,623928.6886050834
Episoriculus_macrurus,Eulipotyphla,Soricidae,71,71,661178.1625516556,661178.1625516556
Epixerus_ebii,Rodentia,Sciuridae,102,102,949861.5856375897,949861.5856375897
Equus_africanus,Perissodactyla,Equidae,17,822,158310.2642729316,7654766.896020575
Equus_ferus,Perissodactyla,Equidae,18,9257,167622.63275957466,86204595.08085458
Equus_francisci,Perissodactyla,Equidae,0,1068,0,9945609.543734763
Equus_grevyi,Perissodactyla,Equidae,23,122,214184.47519278983,1136108.9553704504
Equus_hemionus,Perissodactyla,Equidae,114,1269,1061610.007477306,11817395.609550012
Equus_hydruntinus,Perissodactyla,Equidae,0,689,0,6416221.887297052
Equus_kiang,Perissodactyla,Equidae,240,240,2234968.4367943285,2234968.4367943285
Equus_ovodovi,Perissodactyla,Equidae,0,1493,0,13903366.150558053
Equus_quagga,Perissodactyla,Equidae,399,832,3715635.0261705713,7747890.580887006
Equus_zebra,Perissodactyla,Equidae,74,88,689115.2680115846,819488.4268245872
Eremitalpa_granti,Afrosoricida,Chrysochloridae,20,20,186247.3697328607,186247.3697328607
Eremodipus_lichtensteini,Rodentia,Dipodidae,102,102,949861.5856375897,949861.5856375897
Eremoryzomys_polius,Rodentia,Cricetidae,7,7,65186.57940650125,65186.57940650125
Eremotherium_laurillardi,Pilosa,Megatheriidae,0,2443,0,22750116.212868936
Erethizon_dorsatum,Rodentia,Erethizontidae,1504,1504,14005802.203911126,14005802.203911126
Erignathus_barbatus,Carnivora,Phocidae,2270,2270,21139076.464679692,21139076.464679692
Erinaceus_amurensis,Eulipotyphla,Erinaceidae,551,551,5131115.036140312,5131115.036140312
Erinaceus_concolor,Eulipotyphla,Erinaceidae,200,200,1862473.697328607,1862473.697328607
Erinaceus_europaeus,Eulipotyphla,Erinaceidae,625,625,5820230.304151897,5820230.304151897
Erinaceus_roumanicus,Eulipotyphla,Erinaceidae,793,793,7384708.209907928,7384708.209907928
Eropeplus_canus,Rodentia,Muridae,7,7,65186.57940650125,65186.57940650125
Erythrocebus_patas,Primates,Cercopithecidae,879,879,8185571.899759228,8185571.899759228
Euceratherium_collinum,Cetartiodactyla,Bovidae,0,365,0,3399014.497624708
Euchoreutes_naso,Rodentia,Dipodidae,239,239,2225656.0683076857,2225656.0683076857
Eudorcas_albonotata,Cetartiodactyla,Bovidae,26,26,242121.58065271893,242121.58065271893
Eudorcas_rufifrons,Cetartiodactyla,Bovidae,326,304,3035832.1266456298,2830960.0199394827
Eudorcas_rufina,Cetartiodactyla,Bovidae,0,22,0,204872.1067061468
Eudorcas_thomsonii,Cetartiodactyla,Bovidae,42,42,391119.4764390075,391119.4764390075
Eulemur_albifrons,Primates,Lemuridae,9,22,83811.31637978733,204872.1067061468
Eulemur_cinereiceps,Primates,Lemuridae,5,6,46561.84243321518,55874.21091985822
Eulemur_collaris,Primates,Lemuridae,8,8,74498.94789314429,74498.94789314429
Eulemur_coronatus,Primates,Lemuridae,5,5,46561.84243321518,46561.84243321518
Eulemur_flavifrons,Primates,Lemuridae,4,4,37249.47394657214,37249.47394657214
Eulemur_fulvus,Primates,Lemuridae,23,50,214184.47519278983,465618.4243321518
Eulemur_macaco,Primates,Lemuridae,6,6,55874.21091985822,55874.21091985822
Eulemur_mongoz,Primates,Lemuridae,6,16,55874.21091985822,148997.89578628857
Eulemur_rubriventer,Primates,Lemuridae,24,44,223496.84367943287,409744.2134122936
Eulemur_rufifrons,Primates,Lemuridae,20,31,186247.3697328607,288683.42308593413
Eulemur_rufus,Primates,Lemuridae,16,16,148997.89578628857,148997.89578628857
Eulemur_sanfordi,Primates,Lemuridae,4,4,37249.47394657214,37249.47394657214
Eumetopias_jubatus,Carnivora,Otariidae,941,941,8762938.745931096,8762938.745931096
Euneomys_chinchilloides,Rodentia,Cricetidae,23,23,214184.47519278983,214184.47519278983
Euneomys_fossor,Rodentia,Cricetidae,4,4,37249.47394657214,37249.47394657214
Euneomys_mordax,Rodentia,Cricetidae,18,18,167622.63275957466,167622.63275957466
Euneomys_petersoni,Rodentia,Cricetidae,94,94,875362.6377444454,875362.6377444454
Euoticus_elegantulus,Primates,Galagidae,113,113,1052297.638990663,1052297.638990663
Euoticus_pallidus,Primates,Galagidae,23,23,214184.47519278983,214184.47519278983
Eupetaurus_cinereus,Rodentia,Sciuridae,10,10,93123.68486643035,93123.68486643035
Euphractus_sexcinctus,Cingulata,CingulataFam,921,921,8576691.376198236,8576691.376198236
Eupleres_goudotii,Carnivora,Eupleridae,37,58,344557.6340057923,540117.3722252961
Eupleres_major,Carnivora,Eupleridae,16,35,148997.89578628857,325932.89703250624
Euroscaptor_grandis,Eulipotyphla,Talpidae,29,29,270058.68611264805,270058.68611264805
Euroscaptor_klossi,Eulipotyphla,Talpidae,118,118,1098859.481423878,1098859.481423878
Euroscaptor_longirostris,Eulipotyphla,Talpidae,78,78,726364.7419581568,726364.7419581568
Euroscaptor_micrura,Eulipotyphla,Talpidae,25,25,232809.2121660759,232809.2121660759
Euroscaptor_mizura,Eulipotyphla,Talpidae,23,23,214184.47519278983,214184.47519278983
Euroscaptor_parvidens,Eulipotyphla,Talpidae,12,15,111748.42183971644,139685.52729964553
Euroscaptor_subanura,Eulipotyphla,Talpidae,10,10,93123.68486643035,93123.68486643035
Euryoryzomys_emmonsae,Rodentia,Cricetidae,45,45,419056.5818989366,419056.5818989366
Euryoryzomys_lamia,Rodentia,Cricetidae,24,24,223496.84367943287,223496.84367943287
Euryoryzomys_legatus,Rodentia,Cricetidae,18,18,167622.63275957466,167622.63275957466
