"Binomial.1.2","Order.1.2","Family.1.2","current.range.x","present.natural.range.x","current.range.km2","present.natural.range.km2","current.range.y","present.natural.range.y","current.range","present.natural.range"
"Chiropodomys_calamianensis","Rodentia","Muridae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Chiropodomys_gliroides","Rodentia","Muridae",259,259,2411903.43804055,2411903.43804055,259,259,259,259
"Chiropodomys_karlkoopmani","Rodentia","Muridae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Chiropodomys_major","Rodentia","Muridae",108,108,1005735.79655745,1005735.79655745,108,108,108,108
"Chiropodomys_muroides","Rodentia","Muridae",41,41,381807.107952364,381807.107952364,41,41,41,41
"Chiropodomys_pusillus","Rodentia","Muridae",108,108,1005735.79655745,1005735.79655745,108,108,108,108
"Chiropotes_albinasus","Primates","Pitheciidae",135,135,1257169.74569681,1257169.74569681,135,135,135,135
"Chiropotes_chiropotes","Primates","Pitheciidae",191,191,1778662.38094882,1778662.38094882,191,191,191,191
"Chiropotes_satanas","Primates","Pitheciidae",42,42,391119.476439007,391119.476439007,42,42,42,42
"Chiropotes_utahickae","Primates","Pitheciidae",60,60,558742.109198582,558742.109198582,60,60,60,60
"Chiruromys_forbesi","Rodentia","Muridae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Chiruromys_lamia","Rodentia","Muridae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Chiruromys_vates","Rodentia","Muridae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Chlamyphorus_truncatus","Cingulata","CingulataFam",65,65,605303.951631797,605303.951631797,65,65,65,65
"Chlorocebus_aethiops","Primates","Cercopithecidae",162,162,1508603.69483617,1508603.69483617,162,162,162,162
"Chlorocebus_cynosuros","Primates","Cercopithecidae",384,384,3575949.49887093,3575949.49887093,384,384,384,384
"Chlorocebus_djamdjamensis","Primates","Cercopithecidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Chlorocebus_pygerythrus","Primates","Cercopithecidae",628,628,5848167.40961183,5848167.40961183,628,628,628,628
"Chlorocebus_sabaeus","Primates","Cercopithecidae",194,194,1806599.48640875,1806599.48640875,194,194,194,194
"Chlorocebus_tantalus","Primates","Cercopithecidae",503,503,4684121.34878145,4684121.34878145,503,503,503,503
"Chlorotalpa_duthieae","Afrosoricida","Chrysochloridae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Chlorotalpa_sclateri","Afrosoricida","Chrysochloridae",29,29,270058.686112648,270058.686112648,29,29,29,29
"Chodsigoa_caovansunga","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Chodsigoa_hypsibia","Eulipotyphla","Soricidae",78,78,726364.741958157,726364.741958157,78,78,78,78
"Chodsigoa_lamula","Eulipotyphla","Soricidae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Chodsigoa_parca","Eulipotyphla","Soricidae",84,84,782238.952878015,782238.952878015,84,84,84,84
"Chodsigoa_parva","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Chodsigoa_salenskii","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Chodsigoa_smithii","Eulipotyphla","Soricidae",20,20,186247.369732861,186247.369732861,20,20,20,20
"Chodsigoa_sodalis","Eulipotyphla","Soricidae",6,10,55874.2109198582,93123.6848664304,6,10,6,10
"Choeropsis_liberiensis","Cetartiodactyla","Hippopotamidae",37,45,344557.634005792,419056.581898937,37,45,37,45
"Choloepus_didactylus","Pilosa","Megalonychidae",512,512,4767932.66516123,4767932.66516123,512,512,512,512
"Choloepus_hoffmanni","Pilosa","Megalonychidae",271,271,2523651.85988026,2523651.85988026,271,271,271,271
"Chrotogale_owstoni","Carnivora","Viverridae",55,55,512180.266765367,512180.266765367,55,55,55,55
"Chrotomys_gonzalesi","Rodentia","Muridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Chrotomys_mindorensis","Rodentia","Muridae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Chrotomys_sibuyanensis","Rodentia","Muridae",1,2,9312.36848664304,18624.7369732861,1,2,1,2
"Chrotomys_silaceus","Rodentia","Muridae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Chrotomys_whiteheadi","Rodentia","Muridae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Chrysochloris_asiatica","Afrosoricida","Chrysochloridae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Chrysochloris_stuhlmanni","Afrosoricida","Chrysochloridae",44,44,409744.213412294,409744.213412294,44,44,44,44
"Chrysochloris_visagiei","Afrosoricida","Chrysochloridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Chrysocyon_brachyurus","Carnivora","Canidae",565,565,5261488.19495331,5261488.19495331,565,565,565,565
"Chrysospalax_trevelyani","Afrosoricida","Chrysochloridae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Chrysospalax_villosus","Afrosoricida","Chrysochloridae",21,21,195559.738219504,195559.738219504,21,21,21,21
"Civettictis_civetta","Carnivora","Viverridae",1784,1784,16613265.3801712,16613265.3801712,1784,1784,1784,1784
"Clyomys_laticeps","Rodentia","Echimyidae",217,217,2020783.96160154,2020783.96160154,217,217,217,217
"Coccymys_albidens","Rodentia","Muridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Coccymys_ruemmleri","Rodentia","Muridae",32,32,297995.791572577,297995.791572577,32,32,32,32
"Coelodonta_antiquitatis","Perissodactyla","Rhinocerotidae",0,2007,0,18689923.5526926,0,2007,0,2007
"Coendou_baturitensis","Rodentia","Erethizontidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Coendou_bicolor","Rodentia","Erethizontidae",208,208,1936972.64522175,1936972.64522175,208,208,208,208
"Coendou_ichillus","Rodentia","Erethizontidae",27,27,251433.949139362,251433.949139362,27,27,27,27
"Coendou_insidiosus","Rodentia","Erethizontidae",36,36,335245.265519149,335245.265519149,36,36,36,36
"Coendou_melanurus","Rodentia","Erethizontidae",188,188,1750725.27548889,1750725.27548889,188,188,188,188
"Coendou_mexicanus","Rodentia","Erethizontidae",121,121,1126796.58688381,1126796.58688381,121,121,121,121
"Coendou_nycthemera","Rodentia","Erethizontidae",69,69,642553.42557837,642553.42557837,69,69,69,69
"Coendou_prehensilis","Rodentia","Erethizontidae",1427,1427,13288749.8304396,13288749.8304396,1427,1427,1427,1427
"Coendou_pruinosus","Rodentia","Erethizontidae",44,44,409744.213412294,409744.213412294,44,44,44,44
"Coendou_quichua","Rodentia","Erethizontidae",87,87,810176.058337944,810176.058337944,87,87,87,87
"Coendou_roosmalenorum","Rodentia","Erethizontidae",30,30,279371.054599291,279371.054599291,30,30,30,30
"Coendou_rufescens","Rodentia","Erethizontidae",75,75,698427.636498228,698427.636498228,75,75,75,75
"Coendou_spinosus","Rodentia","Erethizontidae",185,185,1722788.17002896,1722788.17002896,185,185,185,185
"Coendou_vestitus","Rodentia","Erethizontidae",1,4,9312.36848664304,37249.4739465721,1,4,1,4
"Colobus_angolensis","Primates","Cercopithecidae",317,317,2952020.81026584,2952020.81026584,317,317,317,317
"Colobus_guereza","Primates","Cercopithecidae",420,420,3911194.76439008,3911194.76439008,420,420,420,420
"Colobus_polykomos","Primates","Cercopithecidae",60,60,558742.109198582,558742.109198582,60,60,60,60
"Colobus_satanas","Primates","Cercopithecidae",54,54,502867.898278724,502867.898278724,54,54,54,54
"Colobus_vellerosus","Primates","Cercopithecidae",70,70,651865.794065012,651865.794065012,70,70,70,70
"Colomys_goslingi","Rodentia","Muridae",156,156,1452729.48391631,1452729.48391631,156,156,156,156
"Condylura_cristata","Eulipotyphla","Talpidae",502,502,4674808.9802948,4674808.9802948,502,502,502,502
"Conepatus_chinga","Carnivora","Mephitidae",633,633,5894729.25204504,5894729.25204504,633,633,633,633
"Conepatus_humboldtii","Carnivora","Mephitidae",106,106,987111.059584162,987111.059584162,106,106,106,106
"Conepatus_leuconotus","Carnivora","Mephitidae",347,347,3231391.86486513,3231391.86486513,347,347,347,347
"Conepatus_semistriatus","Carnivora","Mephitidae",349,349,3250016.60183842,3250016.60183842,349,349,349,349
"Congosorex_phillipsorum","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Congosorex_polli","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Congosorex_verheyeni","Eulipotyphla","Soricidae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Conilurus_albipes","Rodentia","Muridae",0,94,0,875362.637744445,0,94,0,94
"Conilurus_capricornensis","Rodentia","Muridae",0,66,0,614616.32011844,0,66,0,66
"Conilurus_penicillatus","Rodentia","Muridae",15,80,139685.527299646,744989.478931443,15,80,15,80
"Connochaetes_gnou","Cetartiodactyla","Bovidae",65,65,605303.951631797,605303.951631797,65,65,65,65
"Connochaetes_taurinus","Cetartiodactyla","Bovidae",422,422,3929819.50136336,3929819.50136336,422,422,422,422
"Coryphomys_buehleri","Rodentia","Muridae",0,10,0,93123.6848664304,0,10,0,10
"Coryphomys_musseri","Rodentia","Muridae",0,10,0,93123.6848664304,0,10,0,10
"Crateromys_australis","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crateromys_heaneyi","Rodentia","Muridae",5,8,46561.8424332152,74498.9478931443,5,8,5,8
"Crateromys_paulus","Rodentia","Muridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crateromys_schadenbergi","Rodentia","Muridae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Cratogeomys_castanops","Rodentia","Geomyidae",106,106,987111.059584162,987111.059584162,106,106,106,106
"Cratogeomys_fulvescens","Rodentia","Geomyidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Cratogeomys_fumosus","Rodentia","Geomyidae",21,21,195559.738219504,195559.738219504,21,21,21,21
"Cratogeomys_goldmani","Rodentia","Geomyidae",32,32,297995.791572577,297995.791572577,32,32,32,32
"Cratogeomys_merriami","Rodentia","Geomyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Cratogeomys_perotensis","Rodentia","Geomyidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Cratogeomys_planiceps","Rodentia","Geomyidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Cremnomys_cutchicus","Rodentia","Muridae",94,94,875362.637744445,875362.637744445,94,94,94,94
"Cremnomys_elvira","Rodentia","Muridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Cricetomys_emini","Rodentia","Nesomyidae",484,484,4507186.34753523,4507186.34753523,484,484,484,484
"Cricetomys_gambianus","Rodentia","Nesomyidae",1069,1069,9954921.91222141,9954921.91222141,1069,1069,1069,1069
"Cricetulus_alticola","Rodentia","Cricetidae",29,29,270058.686112648,270058.686112648,29,29,29,29
"Cricetulus_barabensis","Rodentia","Cricetidae",542,542,5047303.71976053,5047303.71976053,542,542,542,542
"Cricetulus_kamensis","Rodentia","Cricetidae",29,29,270058.686112648,270058.686112648,29,29,29,29
"Cricetulus_lama","Rodentia","Cricetidae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Cricetulus_longicaudatus","Rodentia","Cricetidae",329,329,3063769.23210556,3063769.23210556,329,329,329,329
"Cricetulus_migratorius","Rodentia","Cricetidae",1166,1193,10858221.6554258,11109655.6045651,1166,1193,1166,1193
"Cricetulus_sokolovi","Rodentia","Cricetidae",62,62,577366.846171868,577366.846171868,62,62,62,62
"Cricetulus_tibetanus","Rodentia","Cricetidae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Cricetus_cricetus","Rodentia","Cricetidae",825,825,7682704.0014805,7682704.0014805,825,825,825,825
"Crocidura_aleksandrisi","Eulipotyphla","Soricidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Crocidura_allex","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Crocidura_andamanensis","Eulipotyphla","Soricidae",1,3,9312.36848664304,27937.1054599291,1,3,1,3
"Crocidura_ansellorum","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Crocidura_arabica","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Crocidura_arispa","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Crocidura_armenica","Eulipotyphla","Soricidae",2,8,18624.7369732861,74498.9478931443,2,8,2,8
"Crocidura_attenuata","Eulipotyphla","Soricidae",692,692,6444158.99275698,6444158.99275698,692,692,692,692
"Crocidura_attila","Eulipotyphla","Soricidae",127,127,1182670.79780367,1182670.79780367,127,127,127,127
"Crocidura_baileyi","Eulipotyphla","Soricidae",13,14,121060.790326359,130373.158813003,13,14,13,14
"Crocidura_baluensis","Eulipotyphla","Soricidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Crocidura_batesi","Eulipotyphla","Soricidae",70,70,651865.794065012,651865.794065012,70,70,70,70
"Crocidura_beatus","Eulipotyphla","Soricidae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Crocidura_beccarii","Eulipotyphla","Soricidae",29,29,270058.686112648,270058.686112648,29,29,29,29
"Crocidura_bottegi","Eulipotyphla","Soricidae",19,21,176935.001246218,195559.738219504,19,21,19,21
"Crocidura_bottegoides","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Crocidura_brunnea","Eulipotyphla","Soricidae",32,32,297995.791572577,297995.791572577,32,32,32,32
"Crocidura_buettikoferi","Eulipotyphla","Soricidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Crocidura_caliginea","Eulipotyphla","Soricidae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Crocidura_canariensis","Eulipotyphla","Soricidae",4,5,37249.4739465721,46561.8424332152,4,5,4,5
"Crocidura_caspica","Eulipotyphla","Soricidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Crocidura_cinderella","Eulipotyphla","Soricidae",124,124,1154733.69234374,1154733.69234374,124,124,124,124
"Crocidura_congobelgica","Eulipotyphla","Soricidae",19,19,176935.001246218,176935.001246218,19,19,19,19
"Crocidura_crenata","Eulipotyphla","Soricidae",75,75,698427.636498228,698427.636498228,75,75,75,75
"Crocidura_crossei","Eulipotyphla","Soricidae",156,156,1452729.48391631,1452729.48391631,156,156,156,156
"Crocidura_cyanea","Eulipotyphla","Soricidae",382,382,3557324.76189764,3557324.76189764,382,382,382,382
"Crocidura_denti","Eulipotyphla","Soricidae",179,179,1666913.9591091,1666913.9591091,179,179,179,179
"Crocidura_desperata","Eulipotyphla","Soricidae",8,9,74498.9478931443,83811.3163797873,8,9,8,9
"Crocidura_dhofarensis","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_dolichura","Eulipotyphla","Soricidae",210,210,1955597.38219504,1955597.38219504,210,210,210,210
"Crocidura_douceti","Eulipotyphla","Soricidae",22,22,204872.106706147,204872.106706147,22,22,22,22
"Crocidura_dsinezumi","Eulipotyphla","Soricidae",72,72,670490.531038299,670490.531038299,72,72,72,72
"Crocidura_eisentrauti","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_elgonius","Eulipotyphla","Soricidae",29,29,270058.686112648,270058.686112648,29,29,29,29
"Crocidura_elongata","Eulipotyphla","Soricidae",39,39,363182.370979078,363182.370979078,39,39,39,39
"Crocidura_erica","Eulipotyphla","Soricidae",22,22,204872.106706147,204872.106706147,22,22,22,22
"Crocidura_fischeri","Eulipotyphla","Soricidae",2,5,18624.7369732861,46561.8424332152,2,5,2,5
"Crocidura_flavescens","Eulipotyphla","Soricidae",72,72,670490.531038299,670490.531038299,72,72,72,72
"Crocidura_floweri","Eulipotyphla","Soricidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Crocidura_foetida","Eulipotyphla","Soricidae",109,109,1015048.16504409,1015048.16504409,109,109,109,109
"Crocidura_foxi","Eulipotyphla","Soricidae",237,237,2207031.3313344,2207031.3313344,237,237,237,237
"Crocidura_fuliginosa","Eulipotyphla","Soricidae",386,386,3594574.23584421,3594574.23584421,386,386,386,386
"Crocidura_fulvastra","Eulipotyphla","Soricidae",543,543,5056616.08824717,5056616.08824717,543,543,543,543
"Crocidura_fumosa","Eulipotyphla","Soricidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Crocidura_fuscomurina","Eulipotyphla","Soricidae",1203,1203,11202779.2894316,11202779.2894316,1203,1203,1203,1203
"Crocidura_glassi","Eulipotyphla","Soricidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Crocidura_gmelini","Eulipotyphla","Soricidae",329,329,3063769.23210556,3063769.23210556,329,329,329,329
"Crocidura_goliath","Eulipotyphla","Soricidae",89,89,828800.79531123,828800.79531123,89,89,89,89
"Crocidura_gracilipes","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Crocidura_grandiceps","Eulipotyphla","Soricidae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Crocidura_grandis","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_grassei","Eulipotyphla","Soricidae",55,55,512180.266765367,512180.266765367,55,55,55,55
"Crocidura_grayi","Eulipotyphla","Soricidae",34,34,316620.528545863,316620.528545863,34,34,34,34
"Crocidura_greenwoodi","Eulipotyphla","Soricidae",16,16,148997.895786289,148997.895786289,16,16,16,16
"Crocidura_harenna","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_hikmiya","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_hildegardeae","Eulipotyphla","Soricidae",305,305,2840272.38842613,2840272.38842613,305,305,305,305
"Crocidura_hilliana","Eulipotyphla","Soricidae",6,12,55874.2109198582,111748.421839716,6,12,6,12
"Crocidura_hirta","Eulipotyphla","Soricidae",504,504,4693433.71726809,4693433.71726809,504,504,504,504
"Crocidura_hispida","Eulipotyphla","Soricidae",1,4,9312.36848664304,37249.4739465721,1,4,1,4
"Crocidura_horsfieldii","Eulipotyphla","Soricidae",16,36,148997.895786289,335245.265519149,16,36,16,36
"Crocidura_hutanis","Eulipotyphla","Soricidae",20,20,186247.369732861,186247.369732861,20,20,20,20
"Crocidura_indochinensis","Eulipotyphla","Soricidae",109,109,1015048.16504409,1015048.16504409,109,109,109,109
"Crocidura_jacksoni","Eulipotyphla","Soricidae",126,126,1173358.42931702,1173358.42931702,126,126,126,126
"Crocidura_jenkinsi","Eulipotyphla","Soricidae",1,3,9312.36848664304,27937.1054599291,1,3,1,3
"Crocidura_jouvenetae","Eulipotyphla","Soricidae",39,39,363182.370979078,363182.370979078,39,39,39,39
"Crocidura_katinka","Eulipotyphla","Soricidae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Crocidura_kivuana","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_lamottei","Eulipotyphla","Soricidae",215,215,2002159.22462825,2002159.22462825,215,215,215,215
"Crocidura_lanosa","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Crocidura_lasiura","Eulipotyphla","Soricidae",234,234,2179094.22587447,2179094.22587447,234,234,234,234
"Crocidura_latona","Eulipotyphla","Soricidae",24,24,223496.843679433,223496.843679433,24,24,24,24
"Crocidura_lea","Eulipotyphla","Soricidae",35,35,325932.897032506,325932.897032506,35,35,35,35
"Crocidura_lepidura","Eulipotyphla","Soricidae",40,40,372494.739465721,372494.739465721,40,40,40,40
"Crocidura_leucodon","Eulipotyphla","Soricidae",574,574,5345299.5113331,5345299.5113331,574,574,574,574
"Crocidura_levicula","Eulipotyphla","Soricidae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Crocidura_littoralis","Eulipotyphla","Soricidae",246,246,2290842.64771419,2290842.64771419,246,246,246,246
"Crocidura_longipes","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_lucina","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Crocidura_ludia","Eulipotyphla","Soricidae",75,75,698427.636498228,698427.636498228,75,75,75,75
"Crocidura_luna","Eulipotyphla","Soricidae",249,249,2318779.75317412,2318779.75317412,249,249,249,249
"Crocidura_lusitania","Eulipotyphla","Soricidae",282,282,2626087.91323334,2626087.91323334,282,282,282,282
"Crocidura_macarthuri","Eulipotyphla","Soricidae",67,67,623928.688605083,623928.688605083,67,67,67,67
"Crocidura_macmillani","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Crocidura_macowi","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_malayana","Eulipotyphla","Soricidae",39,39,363182.370979078,363182.370979078,39,39,39,39
"Crocidura_manengubae","Eulipotyphla","Soricidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Crocidura_maquassiensis","Eulipotyphla","Soricidae",64,64,595991.583145154,595991.583145154,64,64,64,64
"Crocidura_mariquensis","Eulipotyphla","Soricidae",277,277,2579526.07080012,2579526.07080012,277,277,277,277
"Crocidura_maurisca","Eulipotyphla","Soricidae",93,93,866050.269257802,866050.269257802,93,93,93,93
"Crocidura_maxi","Eulipotyphla","Soricidae",75,75,698427.636498228,698427.636498228,75,75,75,75
"Crocidura_mindorus","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_miya","Eulipotyphla","Soricidae",2,4,18624.7369732861,37249.4739465721,2,4,2,4
"Crocidura_monax","Eulipotyphla","Soricidae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Crocidura_monticola","Eulipotyphla","Soricidae",257,257,2393278.70106726,2393278.70106726,257,257,257,257
"Crocidura_montis","Eulipotyphla","Soricidae",16,16,148997.895786289,148997.895786289,16,16,16,16
"Crocidura_muricauda","Eulipotyphla","Soricidae",68,68,633241.057091726,633241.057091726,68,68,68,68
"Crocidura_musseri","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_mutesae","Eulipotyphla","Soricidae",11,11,102436.053353073,102436.053353073,11,11,11,11
"Crocidura_nana","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_nanilla","Eulipotyphla","Soricidae",119,119,1108171.84991052,1108171.84991052,119,119,119,119
"Crocidura_negligens","Eulipotyphla","Soricidae",44,44,409744.213412294,409744.213412294,44,44,44,44
"Crocidura_negrina","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_nicobarica","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_nigeriae","Eulipotyphla","Soricidae",50,50,465618.424332152,465618.424332152,50,50,50,50
"Crocidura_nigricans","Eulipotyphla","Soricidae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Crocidura_nigripes","Eulipotyphla","Soricidae",27,27,251433.949139362,251433.949139362,27,27,27,27
"Crocidura_nigrofusca","Eulipotyphla","Soricidae",473,473,4404750.29418216,4404750.29418216,473,473,473,473
"Crocidura_nimbae","Eulipotyphla","Soricidae",16,16,148997.895786289,148997.895786289,16,16,16,16
"Crocidura_niobe","Eulipotyphla","Soricidae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Crocidura_obscurior","Eulipotyphla","Soricidae",65,65,605303.951631797,605303.951631797,65,65,65,65
"Crocidura_olivieri","Eulipotyphla","Soricidae",1846,1846,17190632.226343,17190632.226343,1846,1846,1846,1846
"Crocidura_orientalis","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Crocidura_orii","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Crocidura_pachyura","Eulipotyphla","Soricidae",20,14,186247.369732861,130373.158813003,20,14,20,14
"Crocidura_palawanensis","Eulipotyphla","Soricidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Crocidura_paradoxura","Eulipotyphla","Soricidae",32,32,297995.791572577,297995.791572577,32,32,32,32
"Crocidura_parvipes","Eulipotyphla","Soricidae",664,664,6183412.67513098,6183412.67513098,664,664,664,664
"Crocidura_pasha","Eulipotyphla","Soricidae",83,83,772926.584391372,772926.584391372,83,83,83,83
"Crocidura_pergrisea","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_phaeura","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_phanluongi","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Crocidura_phuquocensis","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_picea","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Crocidura_pitmani","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Crocidura_planiceps","Eulipotyphla","Soricidae",70,70,651865.794065012,651865.794065012,70,70,70,70
"Crocidura_poensis","Eulipotyphla","Soricidae",170,170,1583102.64272932,1583102.64272932,170,170,170,170
"Crocidura_polia","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_pullata","Eulipotyphla","Soricidae",13,18,121060.790326359,167622.632759575,13,18,13,18
"Crocidura_raineyi","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Crocidura_ramona","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Crocidura_rapax","Eulipotyphla","Soricidae",58,110,540117.372225296,1024360.53353073,58,110,58,110
"Crocidura_religiosa","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Crocidura_rhoditis","Eulipotyphla","Soricidae",30,30,279371.054599291,279371.054599291,30,30,30,30
"Crocidura_roosevelti","Eulipotyphla","Soricidae",275,275,2560901.33382683,2560901.33382683,275,275,275,275
"Crocidura_russula","Eulipotyphla","Soricidae",284,284,2644712.65020662,2644712.65020662,284,284,284,284
"Crocidura_selina","Eulipotyphla","Soricidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Crocidura_serezkyensis","Eulipotyphla","Soricidae",62,62,577366.846171868,577366.846171868,62,62,62,62
"Crocidura_shantungensis","Eulipotyphla","Soricidae",410,410,3818071.07952364,3818071.07952364,410,410,410,410
"Crocidura_sibirica","Eulipotyphla","Soricidae",718,718,6686280.5734097,6686280.5734097,718,718,718,718
"Crocidura_sicula","Eulipotyphla","Soricidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Crocidura_silacea","Eulipotyphla","Soricidae",61,61,568054.477685225,568054.477685225,61,61,61,61
"Crocidura_smithii","Eulipotyphla","Soricidae",40,40,372494.739465721,372494.739465721,40,40,40,40
"Crocidura_sokolovi","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Crocidura_somalica","Eulipotyphla","Soricidae",41,41,381807.107952364,381807.107952364,41,41,41,41
"Crocidura_stenocephala","Eulipotyphla","Soricidae",3,5,27937.1054599291,46561.8424332152,3,5,3,5
"Crocidura_suaveolens","Eulipotyphla","Soricidae",1633,1631,15207097.7386881,15188473.0017148,1633,1631,1633,1631
"Crocidura_susiana","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Crocidura_tanakae","Eulipotyphla","Soricidae",42,42,391119.476439007,391119.476439007,42,42,42,42
