"Binomial.1.2","Order.1.2","Family.1.2","current.range.x","present.natural.range.x","current.range.km2","present.natural.range.km2","current.range.y","present.natural.range.y","current.range","present.natural.range"
"Sorex_gracillimus","Eulipotyphla","Soricidae",201,201,1871786.06581525,1871786.06581525,201,201,201,201
"Sorex_granarius","Eulipotyphla","Soricidae",23,23,214184.47519279,214184.47519279,23,23,23,23
"Sorex_haydeni","Eulipotyphla","Soricidae",154,154,1434104.74694303,1434104.74694303,154,154,154,154
"Sorex_hosonoi","Eulipotyphla","Soricidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Sorex_hoyi","Eulipotyphla","Soricidae",950,950,8846750.06231088,8846750.06231088,950,950,950,950
"Sorex_isodon","Eulipotyphla","Soricidae",1545,1545,14387609.3118635,14387609.3118635,1545,1545,1545,1545
"Sorex_ixtlanensis","Eulipotyphla","Soricidae",10,12,93123.6848664304,111748.421839716,10,12,10,12
"Sorex_jacksoni","Eulipotyphla","Soricidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Sorex_kozlovi","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Sorex_leucogaster","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Sorex_longirostris","Eulipotyphla","Soricidae",218,218,2030096.33008818,2030096.33008818,218,218,218,218
"Sorex_lyelli","Eulipotyphla","Soricidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Sorex_macrodon","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Sorex_maritimensis","Eulipotyphla","Soricidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Sorex_mediopua","Eulipotyphla","Soricidae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Sorex_merriami","Eulipotyphla","Soricidae",238,238,2216343.69982104,2216343.69982104,238,238,238,238
"Sorex_milleri","Eulipotyphla","Soricidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Sorex_minutissimus","Eulipotyphla","Soricidae",2151,2151,20030904.6147692,20030904.6147692,2151,2151,2151,2151
"Sorex_minutus","Eulipotyphla","Soricidae",1861,1861,17330317.7536427,17330317.7536427,1861,1861,1861,1861
"Sorex_mirabilis","Eulipotyphla","Soricidae",71,71,661178.162551656,661178.162551656,71,71,71,71
"Sorex_monticolus","Eulipotyphla","Soricidae",719,719,6695592.94189634,6695592.94189634,719,719,719,719
"Sorex_nanus","Eulipotyphla","Soricidae",138,138,1285106.85115674,1285106.85115674,138,138,138,138
"Sorex_neomexicanus","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Sorex_oreopolus","Eulipotyphla","Soricidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Sorex_orizabae","Eulipotyphla","Soricidae",16,16,148997.895786289,148997.895786289,16,16,16,16
"Sorex_ornatus","Eulipotyphla","Soricidae",46,46,428368.95038558,428368.95038558,46,46,46,46
"Sorex_pacificus","Eulipotyphla","Soricidae",21,21,195559.738219504,195559.738219504,21,21,21,21
"Sorex_palustris","Eulipotyphla","Soricidae",906,906,8437005.84889859,8437005.84889859,906,906,906,906
"Sorex_planiceps","Eulipotyphla","Soricidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Sorex_portenkoi","Eulipotyphla","Soricidae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Sorex_preblei","Eulipotyphla","Soricidae",100,100,931236.848664304,931236.848664304,100,100,100,100
"Sorex_pribilofensis","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Sorex_raddei","Eulipotyphla","Soricidae",52,52,484243.161305438,484243.161305438,52,52,52,52
"Sorex_roboratus","Eulipotyphla","Soricidae",1160,1160,10802347.4445059,10802347.4445059,1160,1160,1160,1160
"Sorex_rohweri","Eulipotyphla","Soricidae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Sorex_samniticus","Eulipotyphla","Soricidae",35,35,325932.897032506,325932.897032506,35,35,35,35
"Sorex_satunini","Eulipotyphla","Soricidae",77,77,717052.373471514,717052.373471514,77,77,77,77
"Sorex_saussurei","Eulipotyphla","Soricidae",31,31,288683.423085934,288683.423085934,31,31,31,31
"Sorex_sclateri","Eulipotyphla","Soricidae",2,4,18624.7369732861,37249.4739465721,2,4,2,4
"Sorex_shinto","Eulipotyphla","Soricidae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Sorex_sinalis","Eulipotyphla","Soricidae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Sorex_sonomae","Eulipotyphla","Soricidae",28,28,260746.317626005,260746.317626005,28,28,28,28
"Sorex_stizodon","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Sorex_tenellus","Eulipotyphla","Soricidae",16,16,148997.895786289,148997.895786289,16,16,16,16
"Sorex_thibetanus","Eulipotyphla","Soricidae",46,46,428368.95038558,428368.95038558,46,46,46,46
"Sorex_trowbridgii","Eulipotyphla","Soricidae",77,77,717052.373471514,717052.373471514,77,77,77,77
"Sorex_tundrensis","Eulipotyphla","Soricidae",2022,2022,18829609.0799922,18829609.0799922,2022,2022,2022,2022
"Sorex_ugyunak","Eulipotyphla","Soricidae",256,256,2383966.33258062,2383966.33258062,256,256,256,256
"Sorex_unguiculatus","Eulipotyphla","Soricidae",202,202,1881098.43430189,1881098.43430189,202,202,202,202
"Sorex_vagrans","Eulipotyphla","Soricidae",170,170,1583102.64272932,1583102.64272932,170,170,170,170
"Sorex_ventralis","Eulipotyphla","Soricidae",20,20,186247.369732861,186247.369732861,20,20,20,20
"Sorex_veraecrucis","Eulipotyphla","Soricidae",81,81,754301.847418086,754301.847418086,81,81,81,81
"Sorex_veraepacis","Eulipotyphla","Soricidae",32,32,297995.791572577,297995.791572577,32,32,32,32
"Sorex_volnuchini","Eulipotyphla","Soricidae",89,89,828800.79531123,828800.79531123,89,89,89,89
"Sorex_yukonicus","Eulipotyphla","Soricidae",16,16,148997.895786289,148997.895786289,16,16,16,16
"Soricomys_kalinga","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Soricomys_musseri","Rodentia","Muridae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Soriculus_nigrescens","Eulipotyphla","Soricidae",44,44,409744.213412294,409744.213412294,44,44,44,44
"Spalacopus_cyanus","Rodentia","Octodontidae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Spalax_arenarius","Rodentia","Spalacidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Spalax_ehrenbergi","Rodentia","Spalacidae",97,97,903299.743204374,903299.743204374,97,97,97,97
"Spalax_giganteus","Rodentia","Spalacidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Spalax_graecus","Rodentia","Spalacidae",16,16,148997.895786289,148997.895786289,16,16,16,16
"Spalax_leucodon","Rodentia","Spalacidae",97,97,903299.743204374,903299.743204374,97,97,97,97
"Spalax_microphthalmus","Rodentia","Spalacidae",109,109,1015048.16504409,1015048.16504409,109,109,109,109
"Spalax_nehringi","Rodentia","Spalacidae",95,95,884675.006231088,884675.006231088,95,95,95,95
"Spalax_uralensis","Rodentia","Spalacidae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Spalax_zemni","Rodentia","Spalacidae",30,30,279371.054599291,279371.054599291,30,30,30,30
"Spelaeomys_florensis","Rodentia","Muridae",0,7,0,65186.5794065013,0,7,0,7
"Speothos_venaticus","Carnivora","Canidae",1391,1391,12953504.5649205,12953504.5649205,1391,1391,1391,1391
"Spermophilopsis_leptodactylus","Rodentia","Sciuridae",190,190,1769350.01246218,1769350.01246218,190,190,190,190
"Spermophilus_alashanicus","Rodentia","Sciuridae",87,87,810176.058337944,810176.058337944,87,87,87,87
"Spermophilus_brevicauda","Rodentia","Sciuridae",94,94,875362.637744445,875362.637744445,94,94,94,94
"Spermophilus_citellus","Rodentia","Sciuridae",91,115,847425.532284516,1070922.37596395,91,115,91,115
"Spermophilus_dauricus","Rodentia","Sciuridae",197,197,1834536.59186868,1834536.59186868,197,197,197,197
"Spermophilus_erythrogenys","Rodentia","Sciuridae",287,287,2672649.75566655,2672649.75566655,287,287,287,287
"Spermophilus_fulvus","Rodentia","Sciuridae",319,319,2970645.54723913,2970645.54723913,319,319,319,319
"Spermophilus_major","Rodentia","Sciuridae",112,112,1042985.27050402,1042985.27050402,112,112,112,112
"Spermophilus_musicus","Rodentia","Sciuridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Spermophilus_pallidicauda","Rodentia","Sciuridae",145,145,1350293.43056324,1350293.43056324,145,145,145,145
"Spermophilus_pygmaeus","Rodentia","Sciuridae",258,258,2402591.0695539,2402591.0695539,258,258,258,258
"Spermophilus_ralli","Rodentia","Sciuridae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Spermophilus_relictus","Rodentia","Sciuridae",41,41,381807.107952364,381807.107952364,41,41,41,41
"Spermophilus_suslicus","Rodentia","Sciuridae",125,125,1164046.06083038,1164046.06083038,125,125,125,125
"Spermophilus_taurensis","Rodentia","Sciuridae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Spermophilus_xanthoprymnus","Rodentia","Sciuridae",67,67,623928.688605083,623928.688605083,67,67,67,67
"Spilocuscus_kraemeri","Diprotodontia","Phalangeridae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Spilocuscus_maculatus","Diprotodontia","Phalangeridae",170,170,1583102.64272932,1583102.64272932,170,170,170,170
"Spilocuscus_papuensis","Diprotodontia","Phalangeridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Spilocuscus_rufoniger","Diprotodontia","Phalangeridae",39,39,363182.370979078,363182.370979078,39,39,39,39
"Spilocuscus_wilsoni","Diprotodontia","Phalangeridae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Spilogale_angustifrons","Carnivora","Mephitidae",131,131,1219920.27175024,1219920.27175024,131,131,131,131
"Spilogale_gracilis","Carnivora","Mephitidae",504,504,4693433.71726809,4693433.71726809,504,504,504,504
"Spilogale_putorius","Carnivora","Mephitidae",399,399,3715635.02617057,3715635.02617057,399,399,399,399
"Spilogale_pygmaea","Carnivora","Mephitidae",36,36,335245.265519149,335245.265519149,36,36,36,36
"Spirocerus_kiakhtensis","Cetartiodactyla","Bovidae",0,565,0,5261488.19495331,0,565,0,565
"Srilankamys_ohiensis","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Steatomys_bocagei","Rodentia","Nesomyidae",90,90,838113.163797873,838113.163797873,90,90,90,90
"Steatomys_caurinus","Rodentia","Nesomyidae",152,152,1415480.00996974,1415480.00996974,152,152,152,152
"Steatomys_cuppedius","Rodentia","Nesomyidae",149,149,1387542.90450981,1387542.90450981,149,149,149,149
"Steatomys_jacksoni","Rodentia","Nesomyidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Steatomys_krebsii","Rodentia","Nesomyidae",161,161,1499291.32634953,1499291.32634953,161,161,161,161
"Steatomys_opimus","Rodentia","Nesomyidae",106,106,987111.059584162,987111.059584162,106,106,106,106
"Steatomys_parvus","Rodentia","Nesomyidae",178,178,1657601.59062246,1657601.59062246,178,178,178,178
"Steatomys_pratensis","Rodentia","Nesomyidae",492,492,4581685.29542837,4581685.29542837,492,492,492,492
"Stegodon_florensis","Proboscidea","Stegodontidae",0,7,0,65186.5794065013,0,7,0,7
"Stegodon_orientalis","Proboscidea","Stegodontidae",0,392,0,3650448.44676407,0,392,0,392
"Stegodon_trigonocephalus","Proboscidea","Stegodontidae",0,30,0,279371.054599291,0,30,0,30
"Stenocephalemys_albipes","Rodentia","Muridae",66,66,614616.32011844,614616.32011844,66,66,66,66
"Stenocephalemys_albocaudata","Rodentia","Muridae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Stenocephalemys_griseicauda","Rodentia","Muridae",21,21,195559.738219504,195559.738219504,21,21,21,21
"Stenocephalemys_ruppi","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Stephanorhinus_hemitoechus","Perissodactyla","Rhinocerotidae",0,1287,0,11985018.2423096,0,1287,0,1287
"Stephanorhinus_kirchbergensis","Perissodactyla","Rhinocerotidae",0,2473,0,23029487.2674682,0,2473,0,2473
"Sthenurus_andersoni","Diprotodontia","Macropodidae",0,171,0,1592415.01121596,0,171,0,171
"Sthenurus_atlas","Diprotodontia","Macropodidae",0,162,0,1508603.69483617,0,162,0,162
"Sthenurus_stirlingi","Diprotodontia","Macropodidae",0,32,0,297995.791572577,0,32,0,32
"Sthenurus_tindalei","Diprotodontia","Macropodidae",0,270,0,2514339.49139362,0,270,0,270
"Stochomys_longicaudatus","Rodentia","Muridae",251,251,2337404.4901474,2337404.4901474,251,251,251,251
"Stockoceros_conklingi","Cetartiodactyla","Antilocapridae",0,527,0,4907618.19246088,0,527,0,527
"Strigocuscus_celebensis","Diprotodontia","Phalangeridae",50,50,465618.424332152,465618.424332152,50,50,50,50
"Strigocuscus_pelengensis","Diprotodontia","Phalangeridae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Stylodipus_andrewsi","Rodentia","Dipodidae",159,159,1480666.58937624,1480666.58937624,159,159,159,159
"Stylodipus_sungorus","Rodentia","Dipodidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Stylodipus_telum","Rodentia","Dipodidae",260,260,2421215.80652719,2421215.80652719,260,260,260,260
"Suncus_aequatorius","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Suncus_ater","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Suncus_dayi","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Suncus_etruscus","Eulipotyphla","Soricidae",729,729,6788716.62676277,6788716.62676277,729,729,729,729
"Suncus_fellowesgordoni","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Suncus_hosei","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Suncus_hututsi","Eulipotyphla","Soricidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Suncus_infinitesimus","Eulipotyphla","Soricidae",37,37,344557.634005792,344557.634005792,37,37,37,37
"Suncus_lixus","Eulipotyphla","Soricidae",225,225,2095282.90949468,2095282.90949468,225,225,225,225
"Suncus_madagascariensis","Eulipotyphla","Soricidae",84,91,782238.952878015,847425.532284516,84,91,84,91
"Suncus_malayanus","Eulipotyphla","Soricidae",37,37,344557.634005792,344557.634005792,37,37,37,37
"Suncus_megalura","Eulipotyphla","Soricidae",605,605,5633982.93441904,5633982.93441904,605,605,605,605
"Suncus_mertensi","Eulipotyphla","Soricidae",1,7,9312.36848664304,65186.5794065013,1,7,1,7
"Suncus_montanus","Eulipotyphla","Soricidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Suncus_murinus","Eulipotyphla","Soricidae",1257,1257,11705647.1877103,11705647.1877103,1257,1257,1257,1257
"Suncus_remyi","Eulipotyphla","Soricidae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Suncus_stoliczkanus","Eulipotyphla","Soricidae",191,191,1778662.38094882,1778662.38094882,191,191,191,191
"Suncus_varilla","Eulipotyphla","Soricidae",278,278,2588838.43928676,2588838.43928676,278,278,278,278
"Suncus_zeylanicus","Eulipotyphla","Soricidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Sundamys_infraluteus","Rodentia","Muridae",35,35,325932.897032506,325932.897032506,35,35,35,35
"Sundamys_maxi","Rodentia","Muridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Sundamys_muelleri","Rodentia","Muridae",251,251,2337404.4901474,2337404.4901474,251,251,251,251
"Sundasciurus_brookei","Rodentia","Sciuridae",52,52,484243.161305438,484243.161305438,52,52,52,52
"Sundasciurus_davensis","Rodentia","Sciuridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Sundasciurus_fraterculus","Rodentia","Sciuridae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Sundasciurus_hippurus","Rodentia","Sciuridae",210,210,1955597.38219504,1955597.38219504,210,210,210,210
"Sundasciurus_hoogstraali","Rodentia","Sciuridae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Sundasciurus_jentinki","Rodentia","Sciuridae",20,20,186247.369732861,186247.369732861,20,20,20,20
"Sundasciurus_juvencus","Rodentia","Sciuridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Sundasciurus_lowii","Rodentia","Sciuridae",223,223,2076658.1725214,2076658.1725214,223,223,223,223
"Sundasciurus_mindanensis","Rodentia","Sciuridae",24,24,223496.843679433,223496.843679433,24,24,24,24
"Sundasciurus_moellendorffi","Rodentia","Sciuridae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Sundasciurus_philippinensis","Rodentia","Sciuridae",36,36,335245.265519149,335245.265519149,36,36,36,36
"Sundasciurus_rabori","Rodentia","Sciuridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Sundasciurus_samarensis","Rodentia","Sciuridae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Sundasciurus_steerii","Rodentia","Sciuridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Sundasciurus_tenuis","Rodentia","Sciuridae",201,201,1871786.06581525,1871786.06581525,201,201,201,201
"Surdisorex_norae","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Surdisorex_polulus","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Surdisorex_schlitteri","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Suricata_suricatta","Carnivora","Herpestidae",241,241,2244280.80528097,2244280.80528097,241,241,241,241
"Sus_ahoenobarbus","Cetartiodactyla","Suidae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Sus_barbatus","Cetartiodactyla","Suidae",127,210,1182670.79780367,1955597.38219504,127,210,127,210
"Sus_brachgnathus","Cetartiodactyla","Suidae",0,30,0,279371.054599291,0,30,0,30
"Sus_bucculentus","Cetartiodactyla","Suidae",0,53,0,493555.529792081,0,53,0,53
"Sus_cebifrons","Cetartiodactyla","Suidae",10,17,93123.6848664304,158310.264272932,10,17,10,17
"Sus_celebensis","Cetartiodactyla","Suidae",54,54,502867.898278724,502867.898278724,54,54,54,54
"Sus_oliveri","Cetartiodactyla","Suidae",4,5,37249.4739465721,46561.8424332152,4,5,4,5
"Sus_philippensis","Cetartiodactyla","Suidae",49,66,456306.055845509,614616.32011844,49,66,49,66
"Sus_scrofa","Cetartiodactyla","Suidae",3782,4349,35219377.616484,40499490.5484106,3782,4349,3782,4349
"Sus_verrucosus","Cetartiodactyla","Suidae",12,26,111748.421839716,242121.580652719,12,26,12,26
"Sylvicapra_grimmia","Cetartiodactyla","Bovidae",1656,1656,15421282.2138809,15421282.2138809,1656,1656,1656,1656
"Sylvilagus_aquaticus","Lagomorpha","Leporidae",131,131,1219920.27175024,1219920.27175024,131,131,131,131
"Sylvilagus_audubonii","Lagomorpha","Leporidae",501,501,4665496.61180816,4665496.61180816,501,501,501,501
"Sylvilagus_bachmani","Lagomorpha","Leporidae",94,94,875362.637744445,875362.637744445,94,94,94,94
"Sylvilagus_brasiliensis","Lagomorpha","Leporidae",1300,1300,12106079.0326359,12106079.0326359,1300,1300,1300,1300
"Sylvilagus_cognatus","Lagomorpha","Leporidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Sylvilagus_cunicularius","Lagomorpha","Leporidae",56,56,521492.63525201,521492.63525201,56,56,56,56
"Sylvilagus_dicei","Lagomorpha","Leporidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Sylvilagus_floridanus","Lagomorpha","Leporidae",1005,1005,9358930.32907625,9358930.32907625,1005,1005,1005,1005
"Sylvilagus_graysoni","Lagomorpha","Leporidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Sylvilagus_insonus","Lagomorpha","Leporidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Sylvilagus_mansuetus","Lagomorpha","Leporidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Sylvilagus_nuttallii","Lagomorpha","Leporidae",272,272,2532964.22836691,2532964.22836691,272,272,272,272
"Sylvilagus_obscurus","Lagomorpha","Leporidae",33,33,307308.16005922,307308.16005922,33,33,33,33
"Sylvilagus_palustris","Lagomorpha","Leporidae",67,67,623928.688605083,623928.688605083,67,67,67,67
"Sylvilagus_robustus","Lagomorpha","Leporidae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Sylvilagus_transitionalis","Lagomorpha","Leporidae",14,73,130373.158813003,679802.899524942,14,73,14,73
"Sylvilagus_varynaensis","Lagomorpha","Leporidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Sylvisorex_akaibei","Eulipotyphla","Soricidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Sylvisorex_camerunensis","Eulipotyphla","Soricidae",6,7,55874.2109198582,65186.5794065013,6,7,6,7
"Sylvisorex_granti","Eulipotyphla","Soricidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Sylvisorex_howelli","Eulipotyphla","Soricidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Sylvisorex_isabellae","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Sylvisorex_johnstoni","Eulipotyphla","Soricidae",149,149,1387542.90450981,1387542.90450981,149,149,149,149
"Sylvisorex_konganensis","Eulipotyphla","Soricidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Sylvisorex_lunaris","Eulipotyphla","Soricidae",11,11,102436.053353073,102436.053353073,11,11,11,11
"Sylvisorex_morio","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Sylvisorex_ollula","Eulipotyphla","Soricidae",192,192,1787974.74943546,1787974.74943546,192,192,192,192
"Sylvisorex_oriundus","Eulipotyphla","Soricidae",11,11,102436.053353073,102436.053353073,11,11,11,11
"Sylvisorex_pluvialis","Eulipotyphla","Soricidae",2,14,18624.7369732861,130373.158813003,2,14,2,14
"Sylvisorex_silvanorum","Eulipotyphla","Soricidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Sylvisorex_vulcanorum","Eulipotyphla","Soricidae",11,11,102436.053353073,102436.053353073,11,11,11,11
"Symphalangus_syndactylus","Primates","Hylobatidae",69,69,642553.42557837,642553.42557837,69,69,69,69
"Synaptomys_borealis","Rodentia","Cricetidae",901,901,8390444.00646538,8390444.00646538,901,901,901,901
"Synaptomys_cooperi","Rodentia","Cricetidae",465,465,4330251.34628901,4330251.34628901,465,465,465,465
"Syncerus_caffer","Cetartiodactyla","Bovidae",1127,1549,10495039.2844467,14424858.7858101,1127,1549,1127,1549
"Syntheosciurus_brochus","Rodentia","Sciuridae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
