"","order","family","genus","species","binomial","diet.invertivore.tot","diet.carnivore.tot","diet.browser.tot","diet.grazer.tot","diet.piscivore.tot","diet.frugivore.tot","avg.mass","n.cont","continent.Africa","continent.North.America","continent.South.America","continent.Eurasia","continent.Australia","diet.breadth","family.origin","Max_longevity_d","Rspan_d","AFR_d","Calculated_GL_d","GenerationLength_d","accepted_name","lw.range","hi.range","foss.age","age.median","current.range","present.natural.range","current.range.km2","present.natural.range.km2","home.range.km2","indiv.home.range.km2","dispersal.age.d"
"2229","Diprotodontia","Petauridae","Dactylopsila","trivirgata","Dactylopsila trivirgata",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,423,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia","3500.9583333","no information",NA,"no information",1905.2339,NA,NA,NA,NA,3.3221701765,NA,NA,NA,NA,0.09,0.08,NA
"2230","Macroscelidea","Macroscelididae","Rhynchocyon","petersi","Rhynchocyon petersi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,424,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",850.77085,NA,NA,NA,NA,10.9117999,NA,NA,NA,NA,NA,NA,NA
"2231","Peramelemorphia","Peramelidae","Isoodon","auratus","Isoodon auratus",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,425,"1",FALSE,FALSE,FALSE,FALSE,TRUE,2,"Australia","2445.5","no information",NA,"no information",683.31225,NA,NA,NA,NA,3.5450148375,NA,NA,NA,NA,0.12,0.14,NA
"2232","Afrosoricida","Chrysochloridae","Chrysospalax","trevelyani","Chrysospalax trevelyani",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,426.501,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Africa","1460","no information",NA,"no information",1058.98334,NA,NA,NA,NA,2.694144815,NA,NA,NA,NA,0.000603,0.000615,NA
"2233","Primates","Cebidae","Saguinus","oedipus","Saguinus oedipus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,430.002,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","8997.25","8054.34",942.91,"3278.6686",2190,NA,NA,NA,NA,1.8365103785,NA,NA,NA,NA,0.06,0.17,NA
"2234","Chiroptera","Pteropodidae","Pteropus","hypomelanus","Pteropus hypomelanus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,430.02,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","7409.5","no information",NA,"no information",2945.918407,NA,NA,NA,NA,0.4369163919,NA,NA,NA,NA,NA,NA,NA
"2235","Rodentia","Sciuridae","Sciurus","stramineus","Sciurus stramineus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,433.301,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"","no information","no information",NA,"no information",2122.200833,NA,NA,NA,NA,3.747254931,NA,NA,NA,NA,NA,NA,NA
"2236","Rodentia","Sciuridae","Sciurotamias","davidianus","Sciurotamias davidianus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,433.51,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"","no information","no information",NA,"no information",1384.121263,NA,NA,NA,NA,9.974929541,NA,NA,NA,NA,NA,NA,NA
"2237","Rodentia","Sciuridae","Sciurotamias","forresti","Sciurotamias forresti",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,433.51,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"","no information","no information",NA,"no information",1384.121263,NA,NA,NA,NA,9.974929541,NA,NA,NA,NA,NA,NA,NA
"2238","Rodentia","Sciuridae","Sciurus","alleni","Sciurus alleni",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,434.5,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"","no information","no information",NA,"no information",2122.200833,"Sciurus alleni",0.0117,0.126,0.06885,0.1366715094,NA,NA,NA,NA,NA,NA,NA
"2239","Rodentia","Geomyidae","Orthogeomys","dariensis","Orthogeomys dariensis",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,437.996,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"North.America","no information","no information",NA,"no information",781.5326333,NA,NA,NA,NA,0.5163139644,NA,NA,NA,NA,NA,NA,NA
"2240","Rodentia","Echimyidae","Makalata","macrura","Makalata macrura",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,438.995,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","no information","no information",NA,"no information",739.0095889,NA,NA,NA,NA,0.7155090657,NA,NA,NA,NA,NA,NA,NA
"2241","Rodentia","Echimyidae","Phyllomys","unicolor","Phyllomys unicolor",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,438.995,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","no information","no information",NA,"no information",739.0095889,NA,NA,NA,NA,0.6471906322,NA,NA,NA,NA,NA,NA,NA
"2242","Primates","Cebidae","Callithrix","argentata","Callithrix argentata",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,439.997,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243","Primates","Cebidae","Saguinus","leucopus","Saguinus leucopus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,439.997,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","5548","no information",NA,"no information",2190,NA,NA,NA,NA,4.40338909,NA,NA,NA,NA,NA,NA,NA
"2244","Carnivora","Mustelidae","Mustela","lutreola","Mustela lutreola",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,440,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","3455.3333333","3132.3333333",323,"1231.3766667",730,NA,NA,NA,NA,0.1957799784,NA,NA,NA,NA,0.17,0.21,97.5
"2245","Chiroptera","Pteropodidae","Pteropus","scapulatus","Pteropus scapulatus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,443.429,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Eurasia","5767","no information",NA,"no information",2945.918407,NA,NA,NA,NA,1.700290039,NA,NA,NA,NA,NA,NA,NA
"2246","Rodentia","Echimyidae","Isothrix","bistriata","Isothrix bistriata",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,445,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","no information","no information",NA,"no information",739.0095889,NA,NA,NA,NA,1.988055091,NA,NA,NA,NA,NA,NA,NA
"2247","Rodentia","Caviidae","Galea","flavidens","Galea flavidens",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,449.997,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","no information","no information",NA,"no information",504.2578,NA,NA,NA,NA,6.0894450565,NA,NA,NA,NA,NA,NA,NA
"2248","Carnivora","Mustelidae","Vormela","peregusna","Vormela peregusna",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,450.3846154,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","3240.3888889","2985.3888889",255,"1120.7627778",1120.762778,NA,NA,NA,NA,11.227350025,NA,NA,NA,NA,NA,NA,NA
"2249","Rodentia","Sciuridae","Spermophilus","elegans","Spermophilus elegans",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,453.6,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"","no information","no information",NA,"no information",1053.682907,"Spermophilus elegans",0.3,1.8,1.05,0.24361402345,NA,NA,NA,NA,0.00192,0.00205,NA
"2250","Rodentia","Caviidae","Cavia","magna","Cavia magna",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,460.002,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","no information","no information",NA,"no information",763.4281,NA,NA,NA,NA,7.276755835,NA,NA,NA,NA,NA,NA,NA
"2251","Primates","Cebidae","Saguinus","nigricollis","Saguinus nigricollis",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,461.998,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","6460.5","5610.05",850.45,"2477.3645",2477.3645,NA,NA,NA,NA,3.006369862,NA,NA,NA,NA,0.25,0.4,NA
"2252","Rodentia","Ctenomyidae","Ctenomys","boliviensis","Ctenomys boliviensis",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,462.6,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","no information","no information",NA,"no information",600.93415,NA,NA,NA,NA,1.972619864,NA,NA,NA,NA,NA,NA,NA
"2253","Primates","Cebidae","Saguinus","bicolor","Saguinus bicolor",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,464.997,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","6935","no information",NA,"no information",2190,NA,NA,NA,NA,1.0331251895,NA,NA,NA,NA,NA,NA,NA
"2254","Rodentia","Spalacidae","Spalax","microphthalmus","Spalax microphthalmus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,470,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1032.923574,NA,NA,NA,NA,3.4614400795,NA,NA,NA,NA,NA,NA,NA
"2255","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus","Myrmecobius fasciatus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,471.5,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia","3102.5","no information",NA,"no information",886.2761,NA,NA,NA,NA,24.219248335,NA,NA,NA,NA,0.24,0.35,NA
"2256","Lagomorpha","Leporidae","Romerolagus","diazi","Romerolagus diazi",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,476.65,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",969.8600667,NA,NA,NA,NA,6.059379541,NA,NA,NA,NA,NA,NA,NA
"2257","Rodentia","Caviidae","Galea","musteloides","Galea musteloides",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,479.999,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","967.25","965.28",109.87,"389.8012",389.8012,"Galea musteloides",0.0117,0.126,0.06885,7.752728932,NA,NA,NA,NA,NA,NA,NA
"2258","Primates","Cebidae","Callimico","goeldii","Callimico goeldii",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,479.999,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","7318.25","6826.42",491.83,"2471.4918",2190,"Callimico goeldii",0,0.0117,0.00585,10.631199755,NA,NA,NA,NA,0.32,0.45,NA
"2259","Rodentia","Sciuridae","Sciurus","pyrrhinus","Sciurus pyrrhinus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,482.003,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"","no information","no information",NA,"no information",2122.200833,NA,NA,NA,NA,1.619404602,NA,NA,NA,NA,NA,NA,NA
"2260","Rodentia","Sciuridae","Sciurus","variegatoides","Sciurus variegatoides",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,484.998,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"","5511.5","no information",NA,"no information",2122.200833,NA,NA,NA,NA,1.3265750615,NA,NA,NA,NA,NA,NA,NA
"2261","Primates","Cebidae","Saguinus","geoffroyi","Saguinus geoffroyi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,486.497,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","7482.5","6792.5",690,"2659.825",2659.825,NA,NA,NA,NA,1.8365103785,NA,NA,NA,NA,0.16,NA,NA
"2262","Rodentia","Sciuridae","Epixerus","ebii","Epixerus ebii",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,489.999,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"","no information","no information",NA,"no information",1384.121263,NA,NA,NA,NA,6.9245590785,NA,NA,NA,NA,NA,NA,NA
"2263","Macroscelidea","Macroscelididae","Rhynchocyon","cirnei","Rhynchocyon cirnei",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,490.004,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",850.77085,NA,NA,NA,NA,10.77989901,NA,NA,NA,NA,NA,NA,NA
"2264","Rodentia","Ctenomyidae","Ctenomys","peruanus","Ctenomys peruanus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,490.004,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","no information","no information",NA,"no information",600.93415,NA,NA,NA,NA,1.9006100875,NA,NA,NA,NA,NA,NA,NA
"2265","Rodentia","Sciuridae","Spermophilus","columbianus","Spermophilus columbianus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,493.003,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"","no information","no information",NA,"no information",1053.682907,"Spermophilus columbianus",0.0117,0.126,0.06885,1.2608247395,NA,NA,NA,NA,0.00109,0.00117,NA
"2266","Rodentia","Sciuridae","Sciurus","colliaei","Sciurus colliaei",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,498.001,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"","no information","no information",NA,"no information",2122.200833,NA,NA,NA,NA,0.33631344605,NA,NA,NA,NA,NA,NA,NA
"2267","Peramelemorphia","Peramelidae","Perameles","eremiana","Perameles eremiana",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,500,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2249915255,NA,NA,NA,NA,NA,NA,NA
"2268","Carnivora","Viverridae","Poiana","richardsonii","Poiana richardsonii",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,500,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","1946.6666665","1307.6666665",639,"1018.2233333",1018.223333,NA,NA,NA,NA,3.1388449715,NA,NA,NA,NA,NA,NA,NA
"2269","Rodentia","Chinchillidae","Chinchilla","chinchilla","Chinchilla chinchilla",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,500,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","3650","no information",NA,"no information",1825,NA,NA,NA,NA,5.509359045,NA,NA,NA,NA,NA,NA,NA
"2270","Rodentia","Geomyidae","Orthogeomys","cuniculus","Orthogeomys cuniculus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,500,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"North.America","no information","no information",NA,"no information",781.5326333,NA,NA,NA,NA,3.6631199155,NA,NA,NA,NA,NA,NA,NA
"2271","Rodentia","Geomyidae","Orthogeomys","grandis","Orthogeomys grandis",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,500,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"North.America","no information","no information",NA,"no information",781.5326333,NA,NA,NA,NA,3.6631199155,NA,NA,NA,NA,NA,NA,NA
"2272","Rodentia","Geomyidae","Orthogeomys","hispidus","Orthogeomys hispidus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,500,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"North.America","no information","no information",NA,"no information",781.5326333,NA,NA,NA,NA,2.053289849,NA,NA,NA,NA,NA,NA,NA
"2273","Rodentia","Geomyidae","Orthogeomys","lanius","Orthogeomys lanius",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,500,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"North.America","no information","no information",NA,"no information",781.5326333,NA,NA,NA,NA,2.053289849,NA,NA,NA,NA,NA,NA,NA
"2274","Rodentia","Geomyidae","Zygogeomys","trichopus","Zygogeomys trichopus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,500,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"North.America","no information","no information",NA,"no information",781.5326333,NA,NA,NA,NA,13.0725527,NA,NA,NA,NA,NA,NA,NA
"2275","Rodentia","Sciuridae","Spermophilus","annulatus","Spermophilus annulatus",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,500,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"","no information","no information",NA,"no information",1053.682907,NA,NA,NA,NA,3.324519336,NA,NA,NA,NA,NA,NA,NA
"2276","Rodentia","Sciuridae","Sundasciurus","hippurus","Sundasciurus hippurus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,500,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"","5110","no information",NA,"no information",1384.121263,NA,NA,NA,NA,0.88657809125,NA,NA,NA,NA,NA,NA,NA
"2277","Rodentia","Muridae","Bandicota","indica","Bandicota indica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,500,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"","no information","no information",NA,"no information",639.6318318,NA,NA,NA,NA,1.479115102,NA,NA,NA,NA,NA,NA,NA
"2278","Carnivora","Mustelidae","Mustela","nudipes","Mustela nudipes",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,500,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","7409.5","7044.5",365,"2407.905",2407.905,NA,NA,NA,NA,4.881250112,NA,NA,NA,NA,NA,NA,NA
"2279","Diprotodontia","Potoroidae","Potorous","platyops","Potorous platyops",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,500,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,"Potorous platyops",0.126,2.588,1.357,4.598449683,NA,NA,NA,NA,NA,NA,NA
"2280","Rodentia","Muridae","Notomys","sp1","Notomys sp1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,500,"1",FALSE,FALSE,FALSE,FALSE,TRUE,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281","Rodentia","Sciuridae","Xerus","erythropus","Xerus erythropus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,502.4,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"","2974.75","2835.3",281.45,"1103.687",1103.687,NA,NA,NA,NA,3.9825097255,NA,NA,NA,NA,0.09,0.09,NA
"2282","Rodentia","Sciuridae","Sciurus","carolinensis","Sciurus carolinensis",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,506.501,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"","8687","8322",365,"2778.38",2778.38,"Sciurus carolinensis",1.8,4.9,3.35,0.1566265287,NA,NA,NA,NA,0.00857,0.01,304.16
"2283","Rodentia","Cricetidae","Cricetus","cricetus","Cricetus cricetus",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,510,"1",FALSE,FALSE,FALSE,TRUE,FALSE,3,"Eurasia","1387","1295.75",91.25,"467.0175",467.0175,"Cricetus cricetus",3.6,5.333,4.4665,3.3394948695,NA,NA,NA,NA,NA,NA,NA
"2284","Carnivora","Viverridae","Prionodon","pardicolor","Prionodon pardicolor",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,512,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","4380","3939",441,"1583.31",1583.31,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,NA,NA
"2285","Rodentia","Echimyidae","Callistomys","pictus","Callistomys pictus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,519.003,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","no information","no information",NA,"no information",739.0095889,NA,NA,NA,NA,2.17358503,NA,NA,NA,NA,NA,NA,NA
"2286","Diprotodontia","Hypsiprymnodontidae","Hypsiprymnodon","moschatus","Hypsiprymnodon moschatus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,520,"1",FALSE,FALSE,FALSE,FALSE,TRUE,2,"Australia","2190","1825",365,"894.25",894.25,NA,NA,NA,NA,18.73709828,NA,NA,NA,NA,NA,NA,NA
"2287","Rodentia","Spalacidae","Spalax","arenarius","Spalax arenarius",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,520,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1032.923574,NA,NA,NA,NA,8.2452292465,NA,NA,NA,NA,NA,NA,NA
"2288","Dasyuromorphia","Dasyuridae","Dasyurus","hallucatus","Dasyurus hallucatus",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,525,"1",FALSE,FALSE,FALSE,FALSE,TRUE,2,"Australia","1606","1231.84",374.16,"731.3936",731.3936,"Dasyurus hallucatus",0.781,2.588,1.6845,5.8848704055,NA,NA,NA,NA,0.02,0.02,NA
"2289","Rodentia","Sciuridae","Xerus","inauris","Xerus inauris",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,529,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"","4471.25","4169.595",393.945,"1603.12755",1603.12755,NA,NA,NA,NA,1.538200247,NA,NA,NA,NA,NA,NA,NA
"2290","Primates","Cebidae","Leontopithecus","rosalia","Leontopithecus rosalia",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,535.501,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","10293","9424.3",868.7,"3601.747",3601.747,NA,NA,NA,NA,1.880159806,NA,NA,NA,NA,0.26,0.37,NA
"2291","Carnivora","Mustelidae","Mustela","africana","Mustela africana",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,536.995,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"Eurasia","4380","3954",426,"1572.66",1572.66,NA,NA,NA,NA,10.829148755,NA,NA,NA,NA,NA,NA,NA
"2292","Didelphimorphia","Didelphidae","Lutreolina","crassicaudata","Lutreolina crassicaudata",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,537.304,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","1076.75","no information",NA,"no information",843.3734222,"Lutreolina crassicaudata",3,4,3.5,10.936751505,NA,NA,NA,NA,0.00143,0.00188,NA
"2293","Macroscelidea","Macroscelididae","Rhynchocyon","chrysopygus","Rhynchocyon chrysopygus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,539.995,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Africa","2737.5","2657.365",80.135,"850.77085",850.77085,NA,NA,NA,NA,22.49890258,NA,NA,NA,NA,0.02,0.01,NA
"2294","Primates","Cebidae","Saguinus","midas","Saguinus midas",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,539.995,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","6643","5913",730,"2444.77",2444.77,NA,NA,NA,NA,1.2560799425,NA,NA,NA,NA,0.05,0.09,NA
"2295","Rodentia","Caviidae","Cavia","aperea","Cavia aperea",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,548.997,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","2190","2184.89",129.81,"763.4281",763.4281,"Cavia aperea",0,0.0117,0.00585,4.261810147,NA,NA,NA,NA,0.000922,0.00118,NA
"2296","Carnivora","Herpestidae","Galerella","sanguinea","Galerella sanguinea",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,549.997,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.79,NA
"2297","Rodentia","Sciuridae","Spermophilus","atricapillus","Spermophilus atricapillus",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,550.998,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"","no information","no information",NA,"no information",1053.682907,NA,NA,NA,NA,1.263084855,NA,NA,NA,NA,NA,NA,NA
"2298","Rodentia","Echimyidae","Phyllomys","thomasi","Phyllomys thomasi",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,560.196,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","no information","no information",NA,"no information",739.0095889,NA,NA,NA,NA,0.40962248695,NA,NA,NA,NA,NA,NA,NA
"2299","Erinaceomorpha","Erinaceidae","Mesechinus","dauuricus","Mesechinus dauuricus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,562.41,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1202.925238,NA,NA,NA,NA,0.98028504475,NA,NA,NA,NA,NA,NA,NA
"2300","Diprotodontia","Petauridae","Petaurus","australis","Petaurus australis",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,575,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia","5657.5","4927.5",730,"2158.975",2158.975,NA,NA,NA,NA,12.233948935,NA,NA,NA,NA,0.36,0.33,638.75
"2301","Primates","Cebidae","Saguinus","labiatus","Saguinus labiatus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,575.003,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America","7482.5","no information",NA,"no information",2478.710964,NA,NA,NA,NA,1.634765336,NA,NA,NA,NA,0.19,0.32,NA
"2302","Rodentia","Sciuridae","Spermophilus","beecheyi","Spermophilus beecheyi",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,578.496,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"","1825","1488.37",393.37,"824.9973",824.9973,"Spermophilus beecheyi",0.3,1.8,1.05,1.263084855,NA,NA,NA,NA,0.000293,0.000299,NA
"2303","Rodentia","Echimyidae","Makalata","grandis","Makalata grandis",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,583.996,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"South.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2304","Rodentia","Sciuridae","Sciurus","aureogaster","Sciurus aureogaster",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,595.004,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"","4197.5","no information",NA,"no information",2122.200833,NA,NA,NA,NA,1.152214997,NA,NA,NA,NA,0.01,0.01,NA
"2305","Rodentia","Sciuridae","Spermophilus","fulvus","Spermophilus fulvus",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,596,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"","no information","no information",NA,"no information",1053.682907,NA,NA,NA,NA,0.4592979789,NA,NA,NA,NA,NA,NA,NA
"2306","Rodentia","Spalacidae","Tachyoryctes","macrocephalus","Tachyoryctes macrocephalus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,596.994,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1032.923574,NA,NA,NA,NA,5.737250118,NA,NA,NA,NA,NA,NA,NA
"2307","Rodentia","Sciuridae","Spermophilus","relictus","Spermophilus relictus",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,599.99,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"","no information","no information",NA,"no information",1053.682907,NA,NA,NA,NA,0.24627903395,NA,NA,NA,NA,NA,NA,NA
"2308","Rodentia","Echimyidae","Kannabateomys","amblyonyx","Kannabateomys amblyonyx",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,599.998,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"South.America","584","no information",NA,"no information",739.0095889,NA,NA,NA,NA,4.1164294325,NA,NA,NA,NA,NA,NA,NA
"2309","Erinaceomorpha","Erinaceidae","Atelerix","albiventris","Atelerix albiventris",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,599.998,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America","4161","4080.045",151.945,"1335.15805",1335.15805,NA,NA,NA,NA,1.471390034,NA,NA,NA,NA,NA,NA,NA
