"","order","family","genus","species","binomial","diet.invertivore.tot","diet.carnivore.tot","diet.browser.tot","diet.grazer.tot","diet.piscivore.tot","diet.frugivore.tot","avg.mass","n.cont","continent.Africa","continent.North.America","continent.South.America","continent.Eurasia","continent.Australia","diet.breadth","family.origin","Max_longevity_d","Rspan_d","AFR_d","Calculated_GL_d","GenerationLength_d","accepted_name","lw.range","hi.range","foss.age","age.median","current.range","present.natural.range","current.range.km2","present.natural.range.km2","home.range.km2","indiv.home.range.km2","dispersal.age.d"
"82","Rodentia","Cricetidae","Neusticomys","oyapocki","Neusticomys oyapocki",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4.7,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"Eurasia","no information","no information",NA,"no information",589.3882991,NA,NA,NA,NA,3.3217702355,NA,NA,NA,NA,NA,NA,NA
"83","Chiroptera","Rhinolophidae","Rhinolophus","hipposideros","Rhinolophus hipposideros",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.709,"2",TRUE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","7701.5","7199.63",501.87,"2589.7627",2589.7627,NA,NA,NA,NA,8.720341281,NA,NA,NA,NA,NA,NA,NA
"84","Chiroptera","Vespertilionidae","Phoniscus","atrox","Phoniscus atrox",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.825,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,7.691160352,NA,NA,NA,NA,NA,NA,NA
"85","Chiroptera","Vespertilionidae","Myotis","ciliolabrum","Myotis ciliolabrum",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.89,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,2.538025699,NA,NA,NA,NA,NA,NA,NA
"86","Chiroptera","Hipposideridae","Aselliscus","stoliczkanus","Aselliscus stoliczkanus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.9,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1834.2256,NA,NA,NA,NA,7.39373534,NA,NA,NA,NA,NA,NA,NA
"87","Soricomorpha","Soricidae","Suncus","lixus","Suncus lixus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.9,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",590.755,NA,NA,NA,NA,2.241254897,NA,NA,NA,NA,NA,NA,NA
"88","Chiroptera","Emballonuridae","Saccopteryx","leptura","Saccopteryx leptura",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.91,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,NA,NA,NA,NA,4.264555117,NA,NA,NA,NA,NA,NA,NA
"89","Soricomorpha","Soricidae","Cryptotis","parva","Cryptotis parva",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.983,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","958.125","944.18",56.935,"330.7472",330.7472,"Cryptotis parva",1.8,4.9,3.35,1.4850999385,NA,NA,NA,NA,0.00144,0.00172,NA
"90","Soricomorpha","Soricidae","Sorex","ornatus","Sorex ornatus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.985,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","517.08333335","131.08333335",386,"424.01416667",424.0141667,NA,NA,NA,NA,2.277239582,NA,NA,NA,NA,NA,NA,NA
"91","Chiroptera","Vespertilionidae","Myotis","mystacinus","Myotis mystacinus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"2",TRUE,FALSE,FALSE,TRUE,FALSE,1,"North.America","8760","8304",456,"2864.16",2864.16,NA,NA,NA,NA,1.484094898,NA,NA,NA,NA,NA,NA,NA
"92","Soricomorpha","Soricidae","Crocidura","horsfieldii","Crocidura horsfieldii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,2.0386149535,NA,NA,NA,NA,NA,NA,NA
"93","Soricomorpha","Soricidae","Suncus","varilla","Suncus varilla",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",590.755,NA,NA,NA,NA,5.0828201165,NA,NA,NA,NA,NA,NA,NA
"94","Soricomorpha","Soricidae","Sorex","dispar","Sorex dispar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,"Sorex dispar",0.3,1.8,1.05,12.769399995,NA,NA,NA,NA,NA,NA,NA
"95","Soricomorpha","Soricidae","Sorex","lyelli","Sorex lyelli",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,0.9641369558,NA,NA,NA,NA,NA,NA,NA
"96","Soricomorpha","Soricidae","Suncus","malayanus","Suncus malayanus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",590.755,NA,NA,NA,NA,11.273299995,NA,NA,NA,NA,NA,NA,NA
"97","Chiroptera","Vespertilionidae","Myotis","ruber","Myotis ruber",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,4.642279787,NA,NA,NA,NA,NA,NA,NA
"98","Chiroptera","Vespertilionidae","Vespadelus","douglasorum","Vespadelus douglasorum",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,1.027085071,NA,NA,NA,NA,NA,NA,NA
"99","Chiroptera","Emballonuridae","Centronycteris","maximiliani","Centronycteris maximiliani",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",788.4,NA,NA,NA,NA,7.9735207335,NA,NA,NA,NA,NA,NA,NA
"100","Soricomorpha","Soricidae","Crocidura","attila","Crocidura attila",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,0.3043979783,NA,NA,NA,NA,NA,NA,NA
"101","Soricomorpha","Soricidae","Cryptotis","mayensis","Cryptotis mayensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",330.7472,NA,NA,NA,NA,1.1694447585,NA,NA,NA,NA,NA,NA,NA
"102","Soricomorpha","Soricidae","Cryptotis","merriami","Cryptotis merriami",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",330.7472,NA,NA,NA,NA,1.2147552595,NA,NA,NA,NA,NA,NA,NA
"103","Soricomorpha","Soricidae","Cryptotis","hondurensis","Cryptotis hondurensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",330.7472,NA,NA,NA,NA,4.309949802,NA,NA,NA,NA,NA,NA,NA
"104","Soricomorpha","Soricidae","Crocidura","yankariensis","Crocidura yankariensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,0.6654644845,NA,NA,NA,NA,NA,NA,NA
"105","Rodentia","Nesomyidae","Delanymys","brooksi","Delanymys brooksi",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Africa","730","no information",NA,"no information",1064.06475,NA,NA,NA,NA,7.723710213,NA,NA,NA,NA,NA,NA,NA
"106","Chiroptera","Rhinolophidae","Rhinolophus","marshalli","Rhinolophus marshalli",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.02,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",2937.38135,NA,NA,NA,NA,1.080299975,NA,NA,NA,NA,NA,NA,NA
"107","Chiroptera","Vespertilionidae","Nycticeinops","schlieffeni","Nycticeinops schlieffeni",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.043,"2",TRUE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,4.5030148365,NA,NA,NA,NA,NA,NA,NA
"108","Soricomorpha","Soricidae","Sorex","gracillimus","Sorex gracillimus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.06,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,3.9143048215,NA,NA,NA,NA,0.000316,0.000273,NA
"109","Chiroptera","Vespertilionidae","Chalinolobus","picatus","Chalinolobus picatus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.1,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"North.America","no information","no information",NA,"no information",2051.666208,NA,NA,NA,NA,1.120364897,NA,NA,NA,NA,NA,NA,NA
"110","Chiroptera","Vespertilionidae","Vespadelus","pumilus","Vespadelus pumilus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.114,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,1.112964872,NA,NA,NA,NA,NA,NA,NA
"111","Chiroptera","Vespertilionidae","Myotis","leibii","Myotis leibii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.133,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","4380","no information",NA,"no information",2106.628504,NA,NA,NA,NA,2.8896498675,NA,NA,NA,NA,NA,NA,NA
"112","Chiroptera","Vespertilionidae","Vespadelus","regulus","Vespadelus regulus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.133,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,1.109274974,NA,NA,NA,NA,NA,NA,NA
"113","Chiroptera","Rhinolophidae","Rhinolophus","pusillus","Rhinolophus pusillus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.15,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",2937.38135,NA,NA,NA,NA,1.864445171,NA,NA,NA,NA,NA,NA,NA
"114","Soricomorpha","Soricidae","Crocidura","ludia","Crocidura ludia",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.15,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,1.4125849965,NA,NA,NA,NA,NA,NA,NA
"115","Soricomorpha","Soricidae","Sylvisorex","konganensis","Sylvisorex konganensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.15,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",426.9101194,NA,NA,NA,NA,6.002640551,NA,NA,NA,NA,NA,NA,NA
"116","Chiroptera","Vespertilionidae","Pipistrellus","javanicus","Pipistrellus javanicus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.171,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1885.946275,NA,NA,NA,NA,1.398194711,NA,NA,NA,NA,NA,NA,NA
"117","Soricomorpha","Soricidae","Sorex","monticolus","Sorex monticolus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.25,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","486.66666665","no information",NA,"no information",422.8845979,"Sorex monticolus",0.3,1.8,1.05,1.5441298235,NA,NA,NA,NA,0.00174,0.00166,NA
"118","Soricomorpha","Soricidae","Notiosorex","evotis","Notiosorex evotis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.28,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",426.9101194,NA,NA,NA,NA,2.3640050565,NA,NA,NA,NA,NA,NA,NA
"119","Chiroptera","Vespertilionidae","Myotis","brandtii","Myotis brandtii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.3,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","14965","no information",NA,"no information",2106.628504,NA,NA,NA,NA,15.378751765,NA,NA,NA,NA,NA,NA,NA
"120","Chiroptera","Vespertilionidae","Neoromicia","tenuipinnis","Neoromicia tenuipinnis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.3,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1368847575,NA,NA,NA,NA,NA,NA,NA
"121","Chiroptera","Emballonuridae","Cyttarops","alecto","Cyttarops alecto",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.3,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,NA,NA,NA,NA,6.6436315235,NA,NA,NA,NA,NA,NA,NA
"122","Chiroptera","Vespertilionidae","Myotis","albescens","Myotis albescens",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.3,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,2.4224949445,NA,NA,NA,NA,NA,NA,NA
"123","Chiroptera","Vespertilionidae","Myotis","keaysi","Myotis keaysi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.3,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,6.9904392295,NA,NA,NA,NA,NA,NA,NA
"124","Chiroptera","Emballonuridae","Emballonura","monticola","Emballonura monticola",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.367,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,NA,NA,NA,NA,1.340475031,NA,NA,NA,NA,NA,NA,NA
"125","Soricomorpha","Soricidae","Sorex","caecutiens","Sorex caecutiens",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.375,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","912.5","no information",NA,"no information",422.8845979,NA,NA,NA,NA,0.9308674553,NA,NA,NA,NA,0.000203,0.000204,NA
"126","Chiroptera","Vespertilionidae","Myotis","yumanensis","Myotis yumanensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.387,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","3217.475","no information",NA,"no information",2106.628504,"Myotis yumanensis",10.3,13.6,11.95,3.4502096045,NA,NA,NA,NA,NA,NA,NA
"127","Soricomorpha","Soricidae","Cryptotis","nigrescens","Cryptotis nigrescens",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.4,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",330.7472,NA,NA,NA,NA,1.179214888,NA,NA,NA,NA,NA,NA,NA
"128","Chiroptera","Emballonuridae","Peropteryx","macrotis","Peropteryx macrotis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.421,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,NA,NA,NA,NA,2.4436100565,NA,NA,NA,NA,NA,NA,NA
"129","Chiroptera","Vespertilionidae","Murina","tubinaris","Murina tubinaris",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.45,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,2.340124516,NA,NA,NA,NA,NA,NA,NA
"130","Chiroptera","Vespertilionidae","Glauconycteris","humeralis","Glauconycteris humeralis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.49,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,0.8953742202,NA,NA,NA,NA,NA,NA,NA
"131","Soricomorpha","Soricidae","Crocidura","whitakeri","Crocidura whitakeri",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,0.72162814745,NA,NA,NA,NA,NA,NA,NA
"132","Soricomorpha","Soricidae","Chodsigoa","salenskii","Chodsigoa salenskii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.5,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",426.9101194,NA,NA,NA,NA,0.37281800875,NA,NA,NA,NA,NA,NA,NA
"133","Chiroptera","Hipposideridae","Hipposideros","jonesi","Hipposideros jonesi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1834.2256,NA,NA,NA,NA,3.769249939,NA,NA,NA,NA,NA,NA,NA
"134","Chiroptera","Vespertilionidae","Myotis","oxyotus","Myotis oxyotus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.5,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,3.7850304345,NA,NA,NA,NA,NA,NA,NA
"135","Chiroptera","Vespertilionidae","Myotis","levis","Myotis levis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.5,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,1.830759958,NA,NA,NA,NA,NA,NA,NA
"136","Soricomorpha","Soricidae","Sylvisorex","camerunensis","Sylvisorex camerunensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",426.9101194,NA,NA,NA,NA,1.493024931,NA,NA,NA,NA,NA,NA,NA
"137","Chiroptera","Vespertilionidae","Hypsugo","pulveratus","Hypsugo pulveratus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.545,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Chiroptera","Vespertilionidae","Myotis","riparius","Myotis riparius",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.55,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,1.486940273,NA,NA,NA,NA,NA,NA,NA
"139","Chiroptera","Phyllostomidae","Lichonycteris","obscura","Lichonycteris obscura",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5.6,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"South.America","no information","no information",NA,"no information",2064.27635,NA,NA,NA,NA,2.5689247045,NA,NA,NA,NA,NA,NA,NA
"140","Chiroptera","Hipposideridae","Paracoelops","megalotis","Paracoelops megalotis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.67,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1834.2256,NA,NA,NA,NA,8.85701939,NA,NA,NA,NA,NA,NA,NA
"141","Chiroptera","Vespertilionidae","Pipistrellus","pipistrellus","Pipistrellus pipistrellus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.689,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","5967.75","5762.27",291.48,"1962.5383",1962.5383,NA,NA,NA,NA,0.9808063019,NA,NA,NA,NA,NA,NA,NA
"142","Dasyuromorphia","Dasyuridae","Ningaui","timealeyi","Ningaui timealeyi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.7,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia","730","no information",NA,"no information",462.87905,NA,NA,NA,NA,8.2249744335,NA,NA,NA,NA,NA,NA,NA
"143","Chiroptera","Rhinolophidae","Rhinolophus","lepidus","Rhinolophus lepidus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.7,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",2937.38135,NA,NA,NA,NA,0.89059391825,NA,NA,NA,NA,NA,NA,NA
"144","Chiroptera","Natalidae","Natalus","tumidirostris","Natalus tumidirostris",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.7,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2070.531028,NA,NA,NA,NA,8.147990747,NA,NA,NA,NA,NA,NA,NA
"145","Soricomorpha","Soricidae","Crocidura","dolichura","Crocidura dolichura",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.7,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,1.3259853655,NA,NA,NA,NA,NA,NA,NA
"146","Chiroptera","Phyllostomidae","Ectophylla","alba","Ectophylla alba",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5.755,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"South.America","no information","no information",NA,"no information",2064.27635,NA,NA,NA,NA,6.5062485075,NA,NA,NA,NA,NA,NA,NA
"147","Chiroptera","Vespertilionidae","Pipistrellus","subflavus","Pipistrellus subflavus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.764,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","5438.5","5237.825",290.385,"1809.35425",1809.35425,"Pipistrellus subflavus",2.588,4.9,3.744,12.23300072,NA,NA,NA,NA,NA,NA,NA
"148","Chiroptera","Hipposideridae","Hipposideros","ater","Hipposideros ater",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.8275,"2",FALSE,FALSE,FALSE,TRUE,TRUE,1,"Eurasia","no information","no information",NA,"no information",1834.2256,NA,NA,NA,NA,3.147634132,NA,NA,NA,NA,NA,NA,NA
"149","Chiroptera","Vespertilionidae","Pipistrellus","abramus","Pipistrellus abramus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.87,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1885.946275,NA,NA,NA,NA,4.1350449145,NA,NA,NA,NA,NA,NA,NA
"150","Soricomorpha","Soricidae","Sorex","merriami","Sorex merriami",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.9,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,"Sorex merriami",0.0117,0.126,0.06885,3.1368846625,NA,NA,NA,NA,NA,NA,NA
"151","Chiroptera","Molossidae","Molossops","temminckii","Molossops temminckii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.9,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"","no information","no information",NA,"no information",1427.913317,NA,NA,NA,NA,5.130030589,NA,NA,NA,NA,NA,NA,NA
"152","Soricomorpha","Soricidae","Sorex","vagrans","Sorex vagrans",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.9,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","760.41666665","363.12166665",437.425,"542.73028333",542.7302833,"Sorex vagrans",0.0117,0.126,0.06885,1.6337003375,NA,NA,NA,NA,0.00207,0.00198,NA
"153","Chiroptera","Vespertilionidae","Pipistrellus","kuhlii","Pipistrellus kuhlii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.935,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","2920","no information",NA,"no information",1885.946275,NA,NA,NA,NA,0.98373513585,NA,NA,NA,NA,NA,NA,NA
"154","Chiroptera","Vespertilionidae","Hypsugo","eisentrauti","Hypsugo eisentrauti",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.95,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Chiroptera","Vespertilionidae","Neoromicia","capensis","Neoromicia capensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.967,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96900070235,NA,NA,NA,NA,NA,NA,NA
"156","Rodentia","Muridae","Mus","musculoides","Mus musculoides",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"","no information","no information",NA,"no information",435.665,NA,NA,NA,NA,0.94501296315,NA,NA,NA,NA,NA,NA,NA
"157","Rodentia","Muridae","Micromys","minutus","Micromys minutus",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,6,"1",FALSE,FALSE,FALSE,TRUE,FALSE,3,"","1606","1554",52,"502.66",502.66,"Micromys minutus",2.588,5.333,3.9605,16.126199335,NA,NA,NA,NA,NA,NA,NA
"158","Chiroptera","Vespertilionidae","Laephotis","wintoni","Laephotis wintoni",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,0.9915849772,NA,NA,NA,NA,NA,NA,NA
"159","Chiroptera","Vespertilionidae","Eptesicus","diminutus","Eptesicus diminutus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2400.9362,NA,NA,NA,NA,0.8678136929,NA,NA,NA,NA,NA,NA,NA
"160","Chiroptera","Emballonuridae","Peropteryx","leucoptera","Peropteryx leucoptera",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,NA,NA,NA,NA,9.892780909,NA,NA,NA,NA,NA,NA,NA
"161","Soricomorpha","Soricidae","Crocidura","maquassiensis","Crocidura maquassiensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,0.42767904695,NA,NA,NA,NA,NA,NA,NA
"162","Chiroptera","Vespertilionidae","Myotis","horsfieldii","Myotis horsfieldii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6.025,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,4.581885211,NA,NA,NA,NA,NA,NA,NA
